T,beta,alpha,threshold,surrogate,learn_threshold,aggregator,attack,f,gamma,seed,nb_steps,eval_delta,lr,n_eval_points,final_test_accuracy,max_test_accuracy,run_dir
50,0.95,1.2,1.0,atan,False,CenteredClipping,SignFlipping,2,0.33,43,500,50,0.1,11,0.9597,0.9686,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.95,1.2,1.0,atan,False,CenteredClipping,SignFlipping,2,0.33,44,500,50,0.1,11,0.9706,0.9724,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.95,1.2,1.0,atan,False,CenteredClipping,SignFlipping,2,0.33,45,500,50,0.1,11,0.9671,0.9682,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.95,1.2,1.0,atan,False,CenteredClipping,SignFlipping,2,0.33,46,500,50,0.1,11,0.9605,0.9617,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.99,1.2,1.0,atan,False,CenteredClipping,SignFlipping,2,0.33,42,500,50,0.1,11,0.9616,0.9667,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.99,1.2,1.0,atan,False,CenteredClipping,SignFlipping,2,0.33,43,500,50,0.1,11,0.7541,0.7541,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.99,1.2,1.0,atan,False,CenteredClipping,SignFlipping,2,0.33,44,500,50,0.1,11,0.098,0.1822,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.99,1.2,1.0,atan,False,CenteredClipping,SignFlipping,2,0.33,45,500,50,0.1,11,0.9569,0.9604,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.99,1.2,1.0,atan,False,CenteredClipping,SignFlipping,2,0.33,46,500,50,0.1,11,0.9649,0.9698,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.95,1.2,1.0,atan,False,GeometricMedian,Optimal_ALittleIsEnough_neg1,2,0.33,42,500,50,0.1,11,0.9559,0.9559,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.95,1.2,1.0,atan,False,GeometricMedian,Optimal_ALittleIsEnough_neg1,2,0.33,43,500,50,0.1,11,0.9024,0.9535,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.95,1.2,1.0,atan,False,GeometricMedian,Optimal_ALittleIsEnough_neg1,2,0.33,44,500,50,0.1,11,0.8885,0.9419,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.95,1.2,1.0,atan,False,GeometricMedian,Optimal_ALittleIsEnough_neg1,2,0.33,45,500,50,0.1,11,0.8856,0.9428,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.95,1.2,1.0,atan,False,GeometricMedian,Optimal_ALittleIsEnough_neg1,2,0.33,46,500,50,0.1,11,0.9378,0.9378,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.99,1.2,1.0,atan,False,GeometricMedian,Optimal_ALittleIsEnough_neg1,2,0.33,42,500,50,0.1,11,0.9542,0.9542,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.99,1.2,1.0,atan,False,GeometricMedian,Optimal_ALittleIsEnough_neg1,2,0.33,43,500,50,0.1,11,0.9492,0.9492,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.99,1.2,1.0,atan,False,GeometricMedian,Optimal_ALittleIsEnough_neg1,2,0.33,44,500,50,0.1,11,0.919,0.9554,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.99,1.2,1.0,atan,False,GeometricMedian,Optimal_ALittleIsEnough_neg1,2,0.33,45,500,50,0.1,11,0.9512,0.9512,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.99,1.2,1.0,atan,False,GeometricMedian,Optimal_ALittleIsEnough_neg1,2,0.33,46,500,50,0.1,11,0.2869,0.2869,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.95,1.2,1.0,atan,False,GeometricMedian,Optimal_ALittleIsEnough_neg1,2,0.33,42,500,50,0.1,11,0.098,0.1865,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.95,1.2,1.0,atan,False,GeometricMedian,Optimal_ALittleIsEnough_neg1,2,0.33,43,500,50,0.1,11,0.098,0.1865,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.95,1.2,1.0,atan,False,GeometricMedian,Optimal_ALittleIsEnough_neg1,2,0.33,44,500,50,0.1,11,0.098,0.1865,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.95,1.2,1.0,atan,False,GeometricMedian,Optimal_ALittleIsEnough_neg1,2,0.33,45,500,50,0.1,11,0.098,0.1865,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.95,1.2,1.0,atan,False,GeometricMedian,Optimal_ALittleIsEnough_neg1,2,0.33,46,500,50,0.1,11,0.098,0.1865,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.99,1.2,1.0,atan,False,GeometricMedian,Optimal_ALittleIsEnough_neg1,2,0.33,42,500,50,0.1,11,0.098,0.1845,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.99,1.2,1.0,atan,False,GeometricMedian,Optimal_ALittleIsEnough_neg1,2,0.33,43,500,50,0.1,11,0.098,0.1845,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.99,1.2,1.0,atan,False,GeometricMedian,Optimal_ALittleIsEnough_neg1,2,0.33,44,500,50,0.1,11,0.098,0.1845,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.99,1.2,1.0,atan,False,GeometricMedian,Optimal_ALittleIsEnough_neg1,2,0.33,45,500,50,0.1,11,0.098,0.1845,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.99,1.2,1.0,atan,False,GeometricMedian,Optimal_ALittleIsEnough_neg1,2,0.33,46,500,50,0.1,11,0.101,0.1845,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.95,1.2,1.0,atan,False,GeometricMedian,Optimal_ALittleIsEnough_neg1,2,0.33,42,500,50,0.1,11,0.098,0.1812,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.95,1.2,1.0,atan,False,GeometricMedian,Optimal_ALittleIsEnough_neg1,2,0.33,43,500,50,0.1,11,0.098,0.1812,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.95,1.2,1.0,atan,False,GeometricMedian,Optimal_ALittleIsEnough_neg1,2,0.33,44,500,50,0.1,11,0.098,0.1812,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.95,1.2,1.0,atan,False,GeometricMedian,Optimal_ALittleIsEnough_neg1,2,0.33,45,500,50,0.1,11,0.098,0.1812,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.95,1.2,1.0,atan,False,GeometricMedian,Optimal_ALittleIsEnough_neg1,2,0.33,46,500,50,0.1,11,0.1135,0.1812,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.99,1.2,1.0,atan,False,GeometricMedian,Optimal_ALittleIsEnough_neg1,2,0.33,42,500,50,0.1,11,0.098,0.1822,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.99,1.2,1.0,atan,False,GeometricMedian,Optimal_ALittleIsEnough_neg1,2,0.33,43,500,50,0.1,11,0.098,0.1822,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.99,1.2,1.0,atan,False,GeometricMedian,Optimal_ALittleIsEnough_neg1,2,0.33,44,500,50,0.1,11,0.098,0.1822,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.99,1.2,1.0,atan,False,GeometricMedian,Optimal_ALittleIsEnough_neg1,2,0.33,45,500,50,0.1,11,0.098,0.1822,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.99,1.2,1.0,atan,False,GeometricMedian,Optimal_ALittleIsEnough_neg1,2,0.33,46,500,50,0.1,11,0.098,0.1822,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.95,1.2,1.0,atan,False,GeometricMedian,Optimal_InnerProductManipulation,2,0.33,42,500,50,0.1,11,0.098,0.1268,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.95,1.2,1.0,atan,False,GeometricMedian,Optimal_InnerProductManipulation,2,0.33,43,500,50,0.1,11,0.098,0.1268,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.95,1.2,1.0,atan,False,GeometricMedian,Optimal_InnerProductManipulation,2,0.33,44,500,50,0.1,11,0.098,0.1268,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.95,1.2,1.0,atan,False,GeometricMedian,Optimal_InnerProductManipulation,2,0.33,45,500,50,0.1,11,0.098,0.1268,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.95,1.2,1.0,atan,False,GeometricMedian,Optimal_InnerProductManipulation,2,0.33,46,500,50,0.1,11,0.098,0.1268,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.99,1.2,1.0,atan,False,GeometricMedian,Optimal_InnerProductManipulation,2,0.33,42,500,50,0.1,11,0.098,0.1625,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.99,1.2,1.0,atan,False,GeometricMedian,Optimal_InnerProductManipulation,2,0.33,43,500,50,0.1,11,0.098,0.1625,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.99,1.2,1.0,atan,False,GeometricMedian,Optimal_InnerProductManipulation,2,0.33,44,500,50,0.1,11,0.098,0.1625,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.99,1.2,1.0,atan,False,GeometricMedian,Optimal_InnerProductManipulation,2,0.33,45,500,50,0.1,11,0.098,0.1625,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.99,1.2,1.0,atan,False,GeometricMedian,Optimal_InnerProductManipulation,2,0.33,46,500,50,0.1,11,0.098,0.1625,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.95,1.2,1.0,atan,False,GeometricMedian,Optimal_InnerProductManipulation,2,0.33,42,500,50,0.1,11,0.7885,0.8717,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.95,1.2,1.0,atan,False,GeometricMedian,Optimal_InnerProductManipulation,2,0.33,43,500,50,0.1,11,0.8783,0.8783,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.95,1.2,1.0,atan,False,GeometricMedian,Optimal_InnerProductManipulation,2,0.33,44,500,50,0.1,11,0.8765,0.8765,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.95,1.2,1.0,atan,False,GeometricMedian,Optimal_InnerProductManipulation,2,0.33,45,500,50,0.1,11,0.7891,0.8137,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.95,1.2,1.0,atan,False,GeometricMedian,Optimal_InnerProductManipulation,2,0.33,46,500,50,0.1,11,0.7952,0.9232,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.99,1.2,1.0,atan,False,GeometricMedian,Optimal_InnerProductManipulation,2,0.33,42,500,50,0.1,11,0.8829,0.8845,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.99,1.2,1.0,atan,False,GeometricMedian,Optimal_InnerProductManipulation,2,0.33,43,500,50,0.1,11,0.8971,0.8971,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.99,1.2,1.0,atan,False,GeometricMedian,Optimal_InnerProductManipulation,2,0.33,44,500,50,0.1,11,0.8012,0.8744,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.99,1.2,1.0,atan,False,GeometricMedian,Optimal_InnerProductManipulation,2,0.33,45,500,50,0.1,11,0.8788,0.8788,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_12_f_2_d_2_gamma_similarity_niid_0.33_GeometricMedian_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
