T,beta,alpha,threshold,surrogate,learn_threshold,aggregator,attack,f,gamma,seed,nb_steps,eval_delta,lr,n_eval_points,final_test_accuracy,max_test_accuracy,run_dir
10,0.99,1.2,1.0,atan,False,TrMean,SignFlipping,3,0.33,46,500,50,0.1,11,0.7334,0.7334,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_13_f_3_d_3_gamma_similarity_niid_0.33_TrMean_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.95,1.2,1.0,atan,False,TrMean,SignFlipping,3,0.33,42,500,50,0.1,11,0.5998,0.6985,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_13_f_3_d_3_gamma_similarity_niid_0.33_TrMean_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.95,1.2,1.0,atan,False,TrMean,SignFlipping,3,0.33,43,500,50,0.1,11,0.7943,0.8147,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_13_f_3_d_3_gamma_similarity_niid_0.33_TrMean_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.95,1.2,1.0,atan,False,TrMean,SignFlipping,3,0.33,44,500,50,0.1,11,0.7868,0.7868,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_13_f_3_d_3_gamma_similarity_niid_0.33_TrMean_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.95,1.2,1.0,atan,False,TrMean,SignFlipping,3,0.33,45,500,50,0.1,11,0.6986,0.7521,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_13_f_3_d_3_gamma_similarity_niid_0.33_TrMean_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.95,1.2,1.0,atan,False,TrMean,SignFlipping,3,0.33,46,500,50,0.1,11,0.803,0.803,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_13_f_3_d_3_gamma_similarity_niid_0.33_TrMean_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.99,1.2,1.0,atan,False,TrMean,SignFlipping,3,0.33,42,500,50,0.1,11,0.792,0.7925,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_13_f_3_d_3_gamma_similarity_niid_0.33_TrMean_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.99,1.2,1.0,atan,False,TrMean,SignFlipping,3,0.33,43,500,50,0.1,11,0.7891,0.8072,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_13_f_3_d_3_gamma_similarity_niid_0.33_TrMean_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.99,1.2,1.0,atan,False,TrMean,SignFlipping,3,0.33,44,500,50,0.1,11,0.7771,0.8098,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_13_f_3_d_3_gamma_similarity_niid_0.33_TrMean_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.99,1.2,1.0,atan,False,TrMean,SignFlipping,3,0.33,45,500,50,0.1,11,0.7269,0.7457,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_13_f_3_d_3_gamma_similarity_niid_0.33_TrMean_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.99,1.2,1.0,atan,False,TrMean,SignFlipping,3,0.33,46,500,50,0.1,11,0.8034,0.8034,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_13_f_3_d_3_gamma_similarity_niid_0.33_TrMean_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.95,1.2,1.0,atan,False,TrMean,SignFlipping,3,0.33,42,500,50,0.1,11,0.7747,0.7764,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_13_f_3_d_3_gamma_similarity_niid_0.33_TrMean_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.95,1.2,1.0,atan,False,TrMean,SignFlipping,3,0.33,43,500,50,0.1,11,0.8384,0.8714,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_13_f_3_d_3_gamma_similarity_niid_0.33_TrMean_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.95,1.2,1.0,atan,False,TrMean,SignFlipping,3,0.33,44,500,50,0.1,11,0.7103,0.7301,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_13_f_3_d_3_gamma_similarity_niid_0.33_TrMean_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.95,1.2,1.0,atan,False,TrMean,SignFlipping,3,0.33,45,500,50,0.1,11,0.7754,0.8391,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_13_f_3_d_3_gamma_similarity_niid_0.33_TrMean_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.95,1.2,1.0,atan,False,TrMean,SignFlipping,3,0.33,46,500,50,0.1,11,0.771,0.7794,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_13_f_3_d_3_gamma_similarity_niid_0.33_TrMean_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.99,1.2,1.0,atan,False,TrMean,SignFlipping,3,0.33,42,500,50,0.1,11,0.098,0.1822,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_13_f_3_d_3_gamma_similarity_niid_0.33_TrMean_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.99,1.2,1.0,atan,False,TrMean,SignFlipping,3,0.33,43,500,50,0.1,11,0.098,0.2321,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_13_f_3_d_3_gamma_similarity_niid_0.33_TrMean_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.99,1.2,1.0,atan,False,TrMean,SignFlipping,3,0.33,44,500,50,0.1,11,0.715,0.7207,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_13_f_3_d_3_gamma_similarity_niid_0.33_TrMean_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.99,1.2,1.0,atan,False,TrMean,SignFlipping,3,0.33,45,500,50,0.1,11,0.7708,0.7771,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_13_f_3_d_3_gamma_similarity_niid_0.33_TrMean_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.99,1.2,1.0,atan,False,TrMean,SignFlipping,3,0.33,46,500,50,0.1,11,0.098,0.1822,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_13_f_3_d_3_gamma_similarity_niid_0.33_TrMean_NNM_ARC_SignFlipping_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.95,1.2,1.0,atan,False,CenteredClipping,Optimal_ALittleIsEnough_neg1,4,0.33,42,500,50,0.1,11,0.1983,0.1983,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.95,1.2,1.0,atan,False,CenteredClipping,Optimal_ALittleIsEnough_neg1,4,0.33,43,500,50,0.1,11,0.1333,0.1333,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.95,1.2,1.0,atan,False,CenteredClipping,Optimal_ALittleIsEnough_neg1,4,0.33,44,500,50,0.1,11,0.1139,0.1701,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.95,1.2,1.0,atan,False,CenteredClipping,Optimal_ALittleIsEnough_neg1,4,0.33,45,500,50,0.1,11,0.1135,0.1761,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.95,1.2,1.0,atan,False,CenteredClipping,Optimal_ALittleIsEnough_neg1,4,0.33,46,500,50,0.1,11,0.1857,0.1857,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.99,1.2,1.0,atan,False,CenteredClipping,Optimal_ALittleIsEnough_neg1,4,0.33,42,500,50,0.1,11,0.1169,0.1625,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.99,1.2,1.0,atan,False,CenteredClipping,Optimal_ALittleIsEnough_neg1,4,0.33,43,500,50,0.1,11,0.2015,0.2015,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.99,1.2,1.0,atan,False,CenteredClipping,Optimal_ALittleIsEnough_neg1,4,0.33,44,500,50,0.1,11,0.1502,0.1625,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.99,1.2,1.0,atan,False,CenteredClipping,Optimal_ALittleIsEnough_neg1,4,0.33,45,500,50,0.1,11,0.1231,0.1625,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.99,1.2,1.0,atan,False,CenteredClipping,Optimal_ALittleIsEnough_neg1,4,0.33,46,500,50,0.1,11,0.1574,0.1625,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.95,1.2,1.0,atan,False,CenteredClipping,Optimal_ALittleIsEnough_neg1,4,0.33,42,500,50,0.1,11,0.098,0.1865,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.95,1.2,1.0,atan,False,CenteredClipping,Optimal_ALittleIsEnough_neg1,4,0.33,43,500,50,0.1,11,0.098,0.1865,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.95,1.2,1.0,atan,False,CenteredClipping,Optimal_ALittleIsEnough_neg1,4,0.33,44,500,50,0.1,11,0.098,0.1865,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.95,1.2,1.0,atan,False,CenteredClipping,Optimal_ALittleIsEnough_neg1,4,0.33,45,500,50,0.1,11,0.098,0.1865,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.95,1.2,1.0,atan,False,CenteredClipping,Optimal_ALittleIsEnough_neg1,4,0.33,46,500,50,0.1,11,0.098,0.1865,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.99,1.2,1.0,atan,False,CenteredClipping,Optimal_ALittleIsEnough_neg1,4,0.33,42,500,50,0.1,11,0.098,0.1845,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.99,1.2,1.0,atan,False,CenteredClipping,Optimal_ALittleIsEnough_neg1,4,0.33,43,500,50,0.1,11,0.098,0.1845,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.99,1.2,1.0,atan,False,CenteredClipping,Optimal_ALittleIsEnough_neg1,4,0.33,44,500,50,0.1,11,0.098,0.1845,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.99,1.2,1.0,atan,False,CenteredClipping,Optimal_ALittleIsEnough_neg1,4,0.33,45,500,50,0.1,11,0.098,0.1845,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
25,0.99,1.2,1.0,atan,False,CenteredClipping,Optimal_ALittleIsEnough_neg1,4,0.33,46,500,50,0.1,11,0.098,0.1845,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_25_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.95,1.2,1.0,atan,False,CenteredClipping,Optimal_ALittleIsEnough_neg1,4,0.33,42,500,50,0.1,11,0.098,0.1812,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.95,1.2,1.0,atan,False,CenteredClipping,Optimal_ALittleIsEnough_neg1,4,0.33,43,500,50,0.1,11,0.098,0.1812,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.95,1.2,1.0,atan,False,CenteredClipping,Optimal_ALittleIsEnough_neg1,4,0.33,44,500,50,0.1,11,0.098,0.1812,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.95,1.2,1.0,atan,False,CenteredClipping,Optimal_ALittleIsEnough_neg1,4,0.33,45,500,50,0.1,11,0.098,0.1812,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.95,1.2,1.0,atan,False,CenteredClipping,Optimal_ALittleIsEnough_neg1,4,0.33,46,500,50,0.1,11,0.098,0.1812,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.99,1.2,1.0,atan,False,CenteredClipping,Optimal_ALittleIsEnough_neg1,4,0.33,42,500,50,0.1,11,0.098,0.1822,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.99,1.2,1.0,atan,False,CenteredClipping,Optimal_ALittleIsEnough_neg1,4,0.33,43,500,50,0.1,11,0.098,0.1822,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.99,1.2,1.0,atan,False,CenteredClipping,Optimal_ALittleIsEnough_neg1,4,0.33,44,500,50,0.1,11,0.098,0.1822,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
50,0.99,1.2,1.0,atan,False,CenteredClipping,Optimal_ALittleIsEnough_neg1,4,0.33,45,500,50,0.1,11,0.098,0.1822,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_ALittleIsEnough_neg1_lr_0.1_mom_0.9_wd_0.0001_ts_50_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.95,1.2,1.0,atan,False,CenteredClipping,Optimal_InnerProductManipulation,4,0.33,42,500,50,0.1,11,0.098,0.1268,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.95,1.2,1.0,atan,False,CenteredClipping,Optimal_InnerProductManipulation,4,0.33,43,500,50,0.1,11,0.098,0.1268,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.95,1.2,1.0,atan,False,CenteredClipping,Optimal_InnerProductManipulation,4,0.33,44,500,50,0.1,11,0.098,0.1268,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.95,1.2,1.0,atan,False,CenteredClipping,Optimal_InnerProductManipulation,4,0.33,45,500,50,0.1,11,0.098,0.1268,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.95,1.2,1.0,atan,False,CenteredClipping,Optimal_InnerProductManipulation,4,0.33,46,500,50,0.1,11,0.098,0.1268,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.95_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.99,1.2,1.0,atan,False,CenteredClipping,Optimal_InnerProductManipulation,4,0.33,42,500,50,0.1,11,0.098,0.1625,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.99,1.2,1.0,atan,False,CenteredClipping,Optimal_InnerProductManipulation,4,0.33,43,500,50,0.1,11,0.098,0.1625,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.99,1.2,1.0,atan,False,CenteredClipping,Optimal_InnerProductManipulation,4,0.33,44,500,50,0.1,11,0.098,0.1625,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.99,1.2,1.0,atan,False,CenteredClipping,Optimal_InnerProductManipulation,4,0.33,45,500,50,0.1,11,0.098,0.1625,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
10,0.99,1.2,1.0,atan,False,CenteredClipping,Optimal_InnerProductManipulation,4,0.33,46,500,50,0.1,11,0.098,0.1625,results/snn_t_beta_sweep_server\mnist_cnn_mnist_snn_n_14_f_4_d_4_gamma_similarity_niid_0.33_CenteredClipping_NNM_ARC_Optimal_InnerProductManipulation_lr_0.1_mom_0.9_wd_0.0001_ts_10_enc_constant_beta_0.99_learn_threshold_False_surrogate_gradient_atan_alpha_1.2_threshold_1.0
