step,lif1,lif2,lif3,lif4
0,0.17662486873567104,0.08723815724246378,0.04558828324312344,0.0038203125493600962
50,0.16565548766404387,0.0013039794605765565,0.0,0.0
100,0.16563488498330117,0.0012876464603186833,0.0,0.0
150,0.1657536459341645,0.0012830077826174603,0.0,0.0
200,0.1655556818842888,0.0012624999725539964,0.0,0.0
250,0.1654807025939226,0.0012943847368569552,0.0,0.0
300,0.16527448568493128,0.0012837890338914804,0.0,0.0
350,0.1654093198105693,0.0012916259534540586,0.0,0.0
400,0.16540095116943124,0.001277880830630238,0.0,0.0
450,0.16536144729703664,0.0012913085680065705,0.0,0.0
