step,lif1,lif2,lif3,lif4
0,0.1775420508161187,0.08746757628017804,0.04572984573431313,0.003929687606869265
50,0.1507915962487459,0.002152807574425424,0.0,0.0
100,0.15081221885979174,0.00218166498239043,0.0,0.0
150,0.1506591831892729,0.002179809514218505,0.0,0.0
200,0.15065092261880636,0.002163745064544855,0.0,0.0
250,0.1506554724276066,0.0021307860810475176,0.0,0.0
300,0.1505978224799037,0.0022014647942523876,0.0,0.0
350,0.1506433207169175,0.002160913042789616,0.0,0.0
400,0.1505600619316101,0.0021587646027410303,0.0,0.0
450,0.1505324610322714,0.0022129394076955576,0.0,0.0
