step,lif1,lif2,lif3,lif4
0,0.17729746252298353,0.08740405058851139,0.04562515848316252,0.003976562547613866
50,0.25090087071061135,0.3250268483161926,0.24407251160591842,0.13464844090864062
100,0.24640306815505028,0.2812453065812588,0.24324735447764395,0.1344375028461218
150,0.25473131611943256,0.2713451854884624,0.2285331368073821,0.12267968982458115
200,0.2599061416089535,0.24808815404772755,0.20991297900676725,0.1188828145712614
250,0.2646971486508847,0.22431720748543743,0.19333016496151686,0.11328906409442425
300,0.240881814211607,0.21952084466814994,0.1823831330239773,0.11346093878149988
350,0.23336877986788748,0.22155407160520552,0.17367766458541153,0.11434375144541264
400,0.2187763860821724,0.23786466687917712,0.17550000816583636,0.11142968885600565
450,0.21392423361539842,0.26051984310150145,0.17087875861674545,0.10821875169873238
