step,lif1,lif2,lif3,lif4
0,0.17718302138149739,0.08743202952213779,0.045605002086376766,0.00372656257241033
50,0.2712111482024193,0.33644823506474497,0.3298168917000294,0.7823359531164169
100,0.24927584335207936,0.3004414004087448,0.3339095462858677,0.8098828250169754
150,0.2404623953253031,0.29890966087579723,0.33662673518061637,0.7306250095367433
200,0.24046334460377694,0.2932548017799855,0.32576438903808597,0.754023449420929
250,0.2479673320800066,0.30726400747895244,0.33059564083814624,0.5526328223943711
300,0.2516166782379151,0.3809207189083099,0.3541972038149833,0.1014531272649765
350,0.2536397904157639,0.4040613433718681,0.35845532864332197,0.10000000149011612
400,0.25331500940024854,0.4035885909199715,0.3584425178170204,0.10000000149011612
450,0.25247647993266586,0.4030120253562927,0.3584879857301712,0.10000000149011612
