step,lif1,lif2,lif3,lif4
0,0.17662486873567104,0.08723815724246378,0.04558828324312344,0.0038203125493600962
50,0.16343255922198294,0.0011332031001666108,0.0,0.0
100,0.16336646560579535,0.0011158691118362185,0.0,0.0
150,0.1635359266772866,0.0011162841506211407,0.0,0.0
200,0.16336095891892907,0.0010875732113936464,0.0,0.0
250,0.16318963997066022,0.0011181884538018494,0.0,0.0
300,0.16294960211962461,0.0011123779028594074,0.0,0.0
350,0.16312041249126194,0.001122582983743996,0.0,0.0
400,0.16315329715609553,0.001105444305308083,0.0,0.0
450,0.1630918077751994,0.0011242187277230185,0.0,0.0
