step,lif1,lif2,lif3,lif4
0,0.1775420508161187,0.08746757628017804,0.04572984573431313,0.003929687606869265
50,0.15741607336327434,0.003970532149105565,3.1250001484295355e-07,0.0
100,0.15731457889080047,0.004002661046361026,1.5625000742147678e-07,0.0
150,0.15724455170333387,0.0039890379872394984,1.5625000742147678e-07,0.0
200,0.15733978681266308,0.003971215726242008,0.0,0.0
250,0.1574419391155243,0.003938818285387243,1.5625000742147678e-07,0.0
300,0.15689724070951344,0.004027538957043361,0.0,0.0
350,0.15500793116167186,0.003965527242708049,0.0,0.0
400,0.15495972625911236,0.003959667862254719,1.5625000742147678e-07,0.0
450,0.1547078423574567,0.004010595637482765,1.5625000742147678e-07,0.0
