step,lif1,lif2,lif3,lif4
0,0.17662486873567104,0.08723815724246378,0.04558828324312344,0.0038203125493600962
50,0.1630963515304029,0.003727172768494711,1.5625000742147677e-06,0.0
100,0.16300324510782957,0.0037035643765284476,6.250000296859071e-07,0.0
150,0.16323064226657152,0.0036869628030308374,1.7187500270665622e-06,0.0
200,0.1630659355409443,0.003654321193462237,7.812500371073838e-07,0.0
250,0.1627803655527532,0.003711303610489267,7.812500371073838e-07,0.0
300,0.16247296605259182,0.003704296791879642,1.406250066793291e-06,0.0
350,0.16269311860203745,0.003698681572168425,7.812500371073838e-07,0.0
400,0.16279096534475684,0.003677661051442555,6.250000296859071e-07,0.0
450,0.16267994901165367,0.003670361235781456,1.0937500337604434e-06,0.0
