step,lif1,lif2,lif3,lif4
0,0.17718302138149739,0.08743202952213779,0.045605002086376766,0.00372656257241033
50,0.13976153925992546,0.0006738281121670298,0.0,0.0
100,0.13979556977748872,0.0006769531090685632,0.0,0.0
150,0.1397550287656486,0.0006726074086736845,0.0,0.0
200,0.1397323099337518,0.0006786376802619999,0.0,0.0
250,0.13955095413140955,0.0006668212722797761,0.0,0.0
300,0.13965419125743211,0.0006740966612824196,0.0,0.0
350,0.13958466598764063,0.0006681640507076737,0.0,0.0
400,0.13948035025037825,0.000668090805029351,0.0,0.0
450,0.13958687026053668,0.0006713867047346866,0.0,0.0
