step,lif1,lif2,lif3,lif4
0,0.17662486873567104,0.08723815724246378,0.04558828324312344,0.0038203125493600962
50,0.2521557535231114,0.3132215757668018,0.29677329633384947,0.13935937728732822
100,0.24940040320158005,0.3076737000048161,0.309505796097219,0.12083593931049108
150,0.2526672637462616,0.3006307308375835,0.31240376550704246,0.11689062688499692
200,0.2518463654816151,0.2938622979819775,0.3119772018864751,0.11328906439244749
250,0.24902291417121886,0.2895359075069427,0.3127639213949442,0.11298437677323817
300,0.2502545361220837,0.2847336341440677,0.31290485799312595,0.11146093912422658
350,0.2499377630650997,0.2817856615781784,0.3137229833751917,0.11133593909442423
400,0.2523978531360626,0.28233493015170097,0.31731845401227476,0.10921875149011613
450,0.2506952375173569,0.277782978117466,0.314805326461792,0.11020312651991844
