step,lif1,lif2,lif3,lif4
0,0.1772612276300788,0.08738874298178417,0.04566172120161354,0.003585937537718564
50,0.253393906801939,0.3207759691774845,0.29805439013987783,0.1426328153163195
100,0.24926786258816716,0.3070040212571621,0.3097589226812124,0.12489062748849392
150,0.249243021607399,0.29453922659158704,0.30601110946387056,0.11971093907952308
200,0.2507273635268211,0.2943399839103222,0.3135659514740109,0.11229687683284281
250,0.248122992515564,0.2899942311644554,0.312175328694284,0.11267187669873238
300,0.24868863850831985,0.2843897145986557,0.3097304827347398,0.11211718946695326
350,0.25315644010901456,0.28119960293173796,0.31126673474907873,0.11017968885600567
400,0.2521555860340595,0.2828379818797112,0.3146237644553184,0.11112500138580798
450,0.25009183689951897,0.27976329952478407,0.3133515774458647,0.1083750019222498
