step,lif1,lif2,lif3,lif4
0,0.175810164809227,0.08715292765343294,0.04546375248464756,0.0036406250693835317
50,0.22664536342024805,0.21304416067898274,0.09141578537411989,0.10605468940630089
100,0.26528156846761697,0.11346711173653604,0.06847844058647752,0.09585937621071935
150,0.2517331671714783,0.08632846482098104,0.05764359639957547,0.09324218902736903
200,0.23679303541779517,0.07368632670491934,0.052370783807709806,0.10360156390815974
250,0.22479011178016664,0.06209194187074899,0.0482439086213708,0.10211718905717135
300,0.19716018080711362,0.05150700565427542,0.0436998459417373,0.10326562650501729
350,0.17076102443039415,0.04064262606203556,0.03809515805914999,0.10267968863248825
400,0.13990902699530122,0.033783641867339606,0.03569734557531774,0.10332031421363352
450,0.12077935397624968,0.028419140055775644,0.03344953275285661,0.10428125157952309
