step,lif1,lif2,lif3,lif4
0,0.17656373836100103,0.08740278128526825,0.045515783076407385,0.003601562561816536
50,0.10321502251550554,0.00013979491881400464,0.0,0.0
100,0.0852562340028817,0.00019934081701194372,0.0,0.0
150,0.0735550557426177,0.00029333495515857064,0.0,0.0
200,0.07077336509537417,0.0003409667902860747,0.0,0.0
250,0.07129355373326689,0.00034663085159536417,0.0,0.0
300,0.07119699583970943,0.0003466308508222937,0.0,0.0
350,0.07093823419476394,0.00034543456145001987,0.0,0.0
400,0.07106855101359542,0.0003460693259285108,0.0,0.0
450,0.07073350857826882,0.00033359374209339875,0.0,0.0
