step,lif1,lif2,lif3,lif4
0,0.17718302138149739,0.08743202952213779,0.045605002086376766,0.00372656257241033
50,0.11724975888617335,0.0002530029236413611,0.0,0.0
100,0.10692010785278398,0.00029599608652915773,0.0,0.0
150,0.1045768723328365,0.0002960937412080966,0.0,0.0
200,0.10441413292603101,0.00030754393779716335,0.0,0.0
250,0.10402281638060232,0.0003032470628249939,0.0,0.0
300,0.10441637744137551,0.00029726561671850505,0.0,0.0
350,0.10428629166213796,0.00029812011003286896,0.0,0.0
400,0.10437231045856606,0.0002932372977784325,0.0,0.0
450,0.10466154207359069,0.0002999755789323899,0.0,0.0
