step,lif1,lif2,lif3,lif4
0,0.17656373836100103,0.08740278128526825,0.045515783076407385,0.003601562561816536
50,0.21041221655905246,0.36881705686450006,0.33804907828569414,0.0
100,0.21131190806627273,0.36946087926626203,0.3429673597216606,2.3437500931322575e-05
150,0.21181888066232207,0.369786881506443,0.3428056415915489,0.0
200,0.21213324487209317,0.3705884920060635,0.3468815791606903,0.0017968750244472173
250,0.20450143620371816,0.37328238993883134,0.3534748610854149,0.0
300,0.18716556556522845,0.3555584889650345,0.3519607990980148,0.0001640625047730282
350,0.1888071137666702,0.3584353420138359,0.35168314218521124,4.687500011641532e-05
400,0.1883869265764952,0.3579622478783131,0.3551559537649155,0.02875781306182034
450,0.19026692509651183,0.36122862935066224,0.3609897029399872,1.5625000232830645e-05
