step,lif1,lif2,lif3,lif4
0,0.17718302138149739,0.08743202952213779,0.045605002086376766,0.00372656257241033
50,0.17501408308744432,0.0015766357110987884,9.375000445288606e-07,0.0
100,0.17499586021527647,0.0015715575881768019,1.4062500486033969e-06,0.0
150,0.17432745821774007,0.0018305419437092494,2.3437500931322574e-06,0.0
200,0.1744134495034814,0.0020271239668363705,4.687500259024091e-06,0.0
250,0.17663034778088332,0.002379370053240564,1.031250059895683e-05,0.0
300,0.17657138161361216,0.0026828612678218636,1.7031250881700546e-05,0.0
350,0.17655507091432812,0.002934814387117513,2.2187500671861927e-05,0.0
400,0.1764415800943971,0.0033048827573657034,2.8281251052248993e-05,0.0
450,0.17624416533857584,0.0035205321415787694,3.328125116240699e-05,0.0
