step,lif1,lif2,lif3,lif4
0,0.17656373836100103,0.08740278128526825,0.045515783076407385,0.003601562561816536
50,0.17591440603137015,0.13410827314597554,0.13943891305476425,0.0
100,0.17615316204726697,0.13409987483988517,0.1395798499695957,0.0
150,0.17666797272861007,0.1341370816202834,0.13940125627443192,0.0
200,0.17695036288350818,0.13439794611884281,0.13947235064581037,0.0
250,0.17606790322810412,0.1342620090499986,0.13939375620335342,0.0
300,0.17601497095078228,0.13396110505796968,0.13912406900897623,0.0
350,0.17651011571288108,0.13394968002452515,0.13901250600814818,0.0
400,0.17631335902959108,0.13375663759885353,0.13886797562241554,0.0
450,0.17657410725951195,0.1337757047347259,0.13892313128337264,0.0
