step,lif1,lif2,lif3,lif4
0,0.175810164809227,0.08715292765343294,0.04546375248464756,0.0036406250693835317
50,0.24867773428559303,0.31783234134316446,0.24090110514312985,0.1433593776356429
100,0.24893679991364479,0.25850590169429777,0.23135829318314793,0.1357265656068921
150,0.2424623340368271,0.23647245526313782,0.23109719984233382,0.12085156477987766
200,0.24335058614611627,0.20984748095273975,0.20562251020222905,0.1185781268030405
250,0.23185908854007722,0.2031924034655094,0.1955814155936241,0.1116406263411045
300,0.2249925322830677,0.21069616258144377,0.19356063406914475,0.10969531394541263
350,0.2063935323059559,0.1986249952763319,0.1854168848320842,0.11458593897521496
400,0.19241926208138466,0.2026942825317383,0.18817719724029303,0.11382812671363354
450,0.1812243892252445,0.2132002156227827,0.17995407104492187,0.10797656409442424
