step,CV_eff,CV_eff_act,CV_eff_conv1,CV_eff_conv2,CV_eff_fc1,CV_eff_fc2,N,Pi,Pi_conv1,Pi_conv2,Pi_fc1,Pi_fc2,absmu_med_conv1,absmu_med_conv2,absmu_med_fc1,absmu_med_fc2,cos_max,cos_mean,cos_min,fr_lif1,fr_lif2,fr_lif3,fr_lif4,g_CV_eff,g_CV_eff_act,g_CV_eff_conv1,g_CV_eff_conv2,g_CV_eff_fc1,g_CV_eff_fc2,g_N,g_Pi,g_Pi_conv1,g_Pi_conv2,g_Pi_fc1,g_Pi_fc2,g_absmu_med_conv1,g_absmu_med_conv2,g_absmu_med_fc1,g_absmu_med_fc2,g_cos_max,g_cos_mean,g_cos_min,g_norm_0,g_norm_1,g_norm_2,g_norm_3,g_norm_4,g_norm_5,g_norm_6,g_norm_7,g_norm_8,g_norm_9,g_scale,g_sigma_H,norm_0,norm_1,norm_2,norm_3,norm_4,norm_5,norm_6,norm_7,norm_8,norm_9,scale,sigma_H
0,5.9679036140441895,5.96631866617981,3.1620185375213623,4.420958518981934,6.302309513092041,7.085249900817871,0.1883426457643509,0.9997481107711792,0.9994835257530212,0.9996615052223206,0.9997698068618774,0.9998382329940796,0.0006655639153905213,0.0004212179337628186,7.666969031561166e-05,0.0002152840606868267,0.2303444892168045,-0.06778775155544281,-0.20675712823867798,0.26294625639915464,0.18905697844922545,0.14610672600596444,0.15111718905740418,5.9679036140441895,5.966318667658741,3.1620190143585205,4.420958995819092,6.302309513092041,7.085249423980713,0.1883426308631897,0.9997480511665344,0.9994836449623108,0.9996615052223206,0.9997697472572327,0.99983811378479,0.006655639503151178,0.004212179686874151,0.0007666968158446252,0.002152840606868267,0.2303445190191269,-0.06778775155544281,-0.20675711333751678,16.204984664916992,15.01607894897461,15.63280200958252,13.48313045501709,8.700711250305176,11.909832954406738,15.060935974121094,14.846821784973145,9.798340797424316,16.609350204467773,13.726300239562988,13.775581359863281,1.6204984188079834,1.501607894897461,1.5632803440093994,1.3483132123947144,0.8700711727142334,1.1909832954406738,1.5060936212539673,1.4846822023391724,0.9798341393470764,1.6609352827072144,1.372630000114441,1.3775581121444702
1,6.2108917236328125,6.209514762810631,3.055314779281616,4.592103481292725,6.577319622039795,7.449446201324463,0.17892713844776154,0.9997692108154297,0.9997672438621521,0.9996543526649475,0.9997968673706055,0.9998728632926941,0.001375400461256504,0.0007656434900127351,0.00014130017370916903,0.00041755056008696556,0.2538895606994629,-0.07319976389408112,-0.20867401361465454,0.2634237062931061,0.18773971721529958,0.14487016251609022,0.12812500193715096,6.210193157196045,6.208642289999558,2.9508917331695557,4.655040740966797,6.566037654876709,7.441837310791016,0.17855949699878693,0.9997516870498657,0.9998262524604797,0.9996961355209351,0.9997797608375549,0.9997376799583435,0.007772274315357208,0.00395226338878274,0.000745029014069587,0.002202472649514675,0.27152547240257263,-0.07585937529802322,-0.2172582447528839,15.96850299835205,14.003393173217773,12.729012489318848,14.259077072143555,9.966683387756348,12.735340118408203,16.332599639892578,13.980502128601074,8.993135452270508,16.5744686126709,13.55427074432373,13.593547821044922,3.0441017150878906,2.743486166000366,2.6659390926361084,2.627873182296753,1.7682474851608276,2.3239378929138184,2.980638265609741,2.726748466491699,1.7720590829849243,3.1453843116760254,2.579841375350952,2.587489366531372
2,6.760119438171387,6.757954054170099,3.0069921016693115,4.8799519538879395,7.2327494621276855,8.297697067260742,0.15573997795581818,0.999675452709198,0.9999477863311768,0.9996511340141296,0.9997746348381042,0.999302327632904,0.001930449390783906,0.001024730154313147,0.00019184309348929673,0.0006073664990253747,0.17186959087848663,-0.08176188170909882,-0.20598743855953217,0.2633219401538372,0.18703124606981875,0.14385188256768744,0.10665625194087625,6.3858208656311035,6.383983256031778,2.8353662490844727,4.83475399017334,6.790317058563232,7.461855411529541,0.1244686171412468,0.9997327923774719,0.9993589520454407,0.9995934963226318,0.9997881054878235,0.9998184442520142,0.007148111704736948,0.00376912928186357,0.0007345870253629982,0.0023332710843533278,0.05812560394406319,-0.08145924657583237,-0.23542092740535736,15.464410781860352,13.388715744018555,14.634618759155273,12.974580764770508,11.96677017211914,14.690313339233398,15.95125961303711,13.60721492767334,10.032354354858398,15.271404266357422,13.798164367675781,13.737220764160156,4.262109279632568,3.7848386764526367,3.843493700027466,3.638465166091919,2.748412847518921,3.5333564281463623,4.25627326965332,3.7998709678649902,2.569303035736084,4.337494373321533,3.6773622035980225,3.681628704071045
3,6.973961353302002,6.972192216423271,2.9008572101593018,5.024666786193848,7.489275932312012,8.565363883972168,0.14798662066459656,0.9997340440750122,0.9999905228614807,0.9996028542518616,0.9997659921646118,0.9998430013656616,0.0024216892197728157,0.001267815358005464,0.0002424075355520472,0.0007805803325027227,0.1237572580575943,-0.08611676096916199,-0.20782384276390076,0.26357738628983496,0.19046479063108562,0.14628094458472335,0.11142187754448966,5.74600076675415,5.744727967618163,2.5014870166778564,4.5139079093933105,6.077184200286865,6.44870662689209,0.13467168807983398,0.9997866153717041,0.9990601539611816,0.999748706817627,0.9998100399971008,0.9998460412025452,0.009367330931127071,0.00405484763905406,0.0008119075791910291,0.0024024005979299545,0.17273305356502533,-0.08074139058589935,-0.230746328830719,16.76500701904297,16.459815979003906,14.128464698791504,15.499170303344727,12.90191650390625,12.86056137084961,16.215469360351562,15.406452178955078,10.427460670471191,16.51573944091797,14.718005180358887,14.63095474243164,5.481132984161377,5.019469261169434,4.843622207641602,4.797753810882568,3.725245714187622,4.439512729644775,5.4215497970581055,4.926712512969971,3.3030588626861572,5.522387981414795,4.748044490814209,4.751158714294434
4,7.217754364013672,7.2159277802722945,2.767949104309082,5.201198101043701,7.779213905334473,8.843842506408691,0.11077915132045746,0.9997328519821167,0.9986798167228699,0.9996346235275269,0.9997857809066772,0.999902069568634,0.0030308414716273546,0.0014420518418774009,0.0002835564373526722,0.0009385789162479341,0.09758547693490982,-0.08915926516056061,-0.19907866418361664,0.2652475261688232,0.19996974609792234,0.15380125743802636,0.1470625022158492,6.849645137786865,6.847888194515698,2.3456382751464844,4.8172526359558105,7.575157642364502,8.273517608642578,0.06751082837581635,0.9997574090957642,0.9999293684959412,0.9996837377548218,0.999783992767334,0.9997819066047668,0.009811023250222206,0.0038578403182327747,0.0006959964521229267,0.002318956656381488,0.1117563396692276,-0.08727410435676575,-0.21669045090675354,14.460790634155273,13.428263664245605,15.679597854614258,14.304956436157227,14.78352165222168,15.079662322998047,16.378177642822266,14.03622055053711,16.380849838256836,16.406171798706055,15.093820571899414,14.969490051269531,6.338438987731934,5.8052778244018555,5.8893046379089355,5.7141432762146,4.780178070068359,5.463858604431152,6.480027198791504,5.798455238342285,4.548660755157471,6.569736003875732,5.7388081550598145,5.719283103942871
5,7.624059200286865,7.621930767787575,2.7366538047790527,5.409134387969971,8.286843299865723,9.338719367980957,0.09620802849531174,0.9997062683105469,0.9998429417610168,0.9996505379676819,0.9997764825820923,0.9995319247245789,0.0035432621371001005,0.0015592444688081741,0.00030885060550644994,0.0010202386183664203,0.06202399358153343,-0.09114259481430054,-0.1942959725856781,0.26549835085868834,0.2151520944014192,0.16573203929088776,0.20804687902797014,5.639889717102051,5.63884929690524,2.412644624710083,4.229605197906494,6.048791408538818,6.279055118560791,0.2883409261703491,0.9998050332069397,0.9998067617416382,0.9997093081474304,0.9998003244400024,0.9999571442604065,0.009449845179915428,0.004483605735003948,0.0007087874109856784,0.00236036186106503,0.1755470484495163,-0.08116962015628815,-0.25540223717689514,8.696070671081543,5.887063503265381,17.054283142089844,16.894554138183594,17.437976837158203,13.849708557128906,13.29680061340332,18.392047882080078,17.868986129760742,20.007320404052734,14.938481330871582,15.308309555053711,6.499883651733398,5.710851192474365,6.947750568389893,6.771748065948486,5.9915008544921875,6.252439975738525,7.106638431549072,6.992520332336426,5.82701301574707,7.85552453994751,6.595587253570557,6.569768905639648
6,7.837577819824219,7.835833700347963,2.6778030395507812,5.442696571350098,8.633291244506836,9.536784172058105,0.11523819714784622,0.9997589588165283,0.9999553561210632,0.9996432065963745,0.9998121857643127,0.9997720122337341,0.0038964548148214817,0.0017321454361081123,0.0003289021260570735,0.001225218060426414,0.06633684784173965,-0.09245648235082626,-0.1830027848482132,0.26442975461483004,0.2318017032369971,0.17855766493186817,0.25871875460259613,5.334155082702637,5.332991522702763,2.248030662536621,3.775076389312744,5.808760166168213,6.172095775604248,0.26802319288253784,0.9997761845588684,0.9999123215675354,0.9995829463005066,0.9998303651809692,0.9999155402183533,0.010057725943624973,0.00489818537607789,0.000674078066367656,0.002641362836584449,0.2910822629928589,-0.0687146931886673,-0.2809400260448456,9.01383113861084,6.522091388702393,14.848973274230957,16.564260482788086,11.062816619873047,17.214130401611328,17.277910232543945,14.437590599060059,18.167112350463867,17.309879302978516,14.241859436035156,14.492064476013184,6.624128818511963,5.645044803619385,7.672821998596191,7.687132835388184,6.4388108253479,7.291283130645752,8.024402618408203,7.670424461364746,6.993565082550049,8.73430061340332,7.278191566467285,7.2674431800842285
7,8.27470874786377,8.272627483857656,2.6883859634399414,5.689422130584717,9.162784576416016,10.032001495361328,0.12384849041700363,0.9997367262840271,0.9994627833366394,0.9996299743652344,0.9997643828392029,0.9999141693115234,0.004503676667809486,0.0018331747269257903,0.00034444392076693475,0.0013600604142993689,0.05586762726306915,-0.09350352734327316,-0.19084562361240387,0.2653024750947952,0.24959564942866566,0.19159922760329212,0.28230469278991227,6.796507835388184,6.7951157535350335,2.4450502395629883,4.709562301635742,7.3812031745910645,8.172517776489258,0.20377802848815918,0.9997816681861877,0.9996973276138306,0.9996562600135803,0.9998449683189392,0.9998029470443726,0.011486485600471497,0.004147817846387625,0.0006368317408487201,0.0023894726764410734,0.1653132438659668,-0.07773306220769882,-0.2664906084537506,12.080888748168945,8.9876708984375,13.81721305847168,17.108917236328125,15.035612106323242,18.885459899902344,15.82748031616211,16.129798889160156,20.019168853759766,18.639440536499023,15.653166770935059,15.804703712463379,7.052849769592285,5.876293659210205,8.213245391845703,8.548650741577148,7.2215752601623535,8.365729331970215,8.710738182067871,8.415911674499512,8.223532676696777,9.632842063903809,8.026137351989746,8.029038429260254
8,8.770949363708496,8.768867418533947,2.6774771213531494,5.981304168701172,9.732667922973633,10.70304012298584,0.13359999656677246,0.9997386336326599,0.9996707439422607,0.9997580051422119,0.9997724294662476,0.9995949864387512,0.005133377853780985,0.0018500576261430979,0.0003564704384189099,0.0014409959549084306,0.04641706496477127,-0.0939016342163086,-0.21543556451797485,0.26782337784767146,0.26713737204670907,0.2043018845212646,0.2762578177079558,5.401251792907715,5.400479898789647,2.3028745651245117,4.111184120178223,5.668814659118652,6.088096618652344,0.2447098344564438,0.9998272657394409,0.9998265504837036,0.999704122543335,0.9998464584350586,0.9999197721481323,0.010136804543435574,0.00405085040256381,0.0007128966972231865,0.002414718735963106,0.2782439887523651,-0.060455091297626495,-0.31900754570961,10.284136772155762,8.7374849319458,18.081222534179688,12.667613983154297,16.717193603515625,17.224390029907227,14.491863250732422,11.370316505432129,20.08316993713379,17.67070198059082,14.732810020446777,14.914061546325684,7.274219036102295,6.0207929611206055,9.083858489990234,8.86880874633789,8.077384948730469,9.165678977966309,9.183964729309082,8.60377025604248,9.324920654296875,10.33383560180664,8.593724250793457,8.61427116394043
9,8.813994407653809,8.811076209451391,2.627175807952881,6.0733137130737305,9.755794525146484,10.539346694946289,0.14273762702941895,0.9996569156646729,0.9995622634887695,0.9995025992393494,0.999747097492218,0.9996652603149414,0.0056352573446929455,0.0018914759857580066,0.00037484263884834945,0.0015764121199026704,0.0652330294251442,-0.09244168549776077,-0.24968846142292023,0.27211230412125587,0.28026273764669896,0.21506610364187512,0.24181250408291816,5.000144958496094,4.9993202189761385,2.2059073448181152,3.6749634742736816,5.3275227546691895,5.557533264160156,0.28466954827308655,0.9998030066490173,0.9996057748794556,0.9996432662010193,0.9998360872268677,0.9999197125434875,0.010861709713935852,0.004680100828409195,0.0007461998611688614,0.0028557106852531433,0.2862335443496704,-0.04771904647350311,-0.386039137840271,9.524831771850586,7.368953227996826,15.507646560668945,17.050844192504883,16.57428550720215,14.944012641906738,10.015630722045898,11.814332962036133,20.621549606323242,12.172426223754883,13.55945110321045,13.824396133422852,7.3975911140441895,6.040667533874512,9.623282432556152,9.577190399169922,8.842053413391113,9.659501075744629,9.137946128845215,8.81230354309082,10.35815715789795,10.433706283569336,8.988240242004395,9.021463394165039
