step,lif1,lif2,lif3,lif4
0,0.17718302138149739,0.08743202952213779,0.045605002086376766,0.00372656257241033
50,0.1756261232495308,0.10054704354639396,0.06076828379416839,0.0
100,0.1762124341353774,0.10043659443275828,0.06067969049850944,0.0
150,0.1754973254352808,0.10017343517931294,0.06042219023773214,0.0
200,0.1757721532508731,0.1002758279524278,0.06053125277743675,0.0
250,0.17600395061075685,0.10024047625702223,0.060304378010914664,0.0
300,0.17581112712621688,0.10004115983305381,0.060322502760100184,0.0
350,0.1757385305315256,0.10009323513091659,0.06035422136250418,0.0
400,0.17551842402666806,0.09976694093995321,0.060035159065737385,0.0
450,0.17512561455368997,0.09978346895964932,0.060105940516805276,0.0
