step,lif1,lif2,lif3,lif4
0,0.32393630146980285,0.2765816100686789,0.2495012617111206,0.41132813062984497
50,0.32875844538211824,0.2644966496527195,0.34109439045190804,0.1282031274586916
100,0.32687828391790397,0.25051637664437293,0.340585016310215,0.11811719000339509
150,0.3237658843398094,0.24500851556658745,0.34261126711964607,0.11331250108778476
200,0.32765856355428696,0.23680041074752806,0.34433829829096796,0.11046093881130219
250,0.32355146765708925,0.2361616891622543,0.34697470441460604,0.10997656382620336
300,0.3208029192686081,0.23212511762976645,0.3502626723051071,0.10719531357288362
350,0.31960997223854065,0.2246492624282837,0.34723517388105396,0.10829687699675561
400,0.31971304863691336,0.22796183586120605,0.35089751631021493,0.10714843899011613
450,0.3191505812108516,0.2268349802494049,0.35397642284631725,0.10606250159442425
