step,lif1,lif2,lif3,lif4
0,0.1784875049442053,0.08791491495883293,0.045899845744716006,0.003781250063912012
50,0.25248374372720717,0.31592980220913885,0.29519641863182183,0.14197656523436308
100,0.24992139250040052,0.3072535085678101,0.30766485799103976,0.12510156478732826
150,0.2524211284518242,0.3003130061924458,0.3099711084365845,0.11819531420245769
200,0.2508680063486099,0.29472106322646136,0.31145860839635126,0.11392968896776438
250,0.2508847367763519,0.2857268247008323,0.30861626289784916,0.11289062693715095
300,0.25246488988399507,0.2879641537368297,0.31276235956698656,0.11220312647521495
350,0.24975049436092375,0.2859223560988903,0.31328064151108265,0.1111562516540289
400,0.24961724072694777,0.2788123953342438,0.31048470348119733,0.1103125011920929
450,0.2519326445460319,0.28231813326478006,0.31511954594403513,0.10968750141561032
