step,CV_eff,CV_eff_act,CV_eff_conv1,CV_eff_conv2,CV_eff_fc1,CV_eff_fc2,N,Pi,Pi_conv1,Pi_conv2,Pi_fc1,Pi_fc2,absmu_med_conv1,absmu_med_conv2,absmu_med_fc1,absmu_med_fc2,cos_max,cos_mean,cos_min,fr_lif1,fr_lif2,fr_lif3,fr_lif4,g_CV_eff,g_CV_eff_act,g_CV_eff_conv1,g_CV_eff_conv2,g_CV_eff_fc1,g_CV_eff_fc2,g_N,g_Pi,g_Pi_conv1,g_Pi_conv2,g_Pi_fc1,g_Pi_fc2,g_absmu_med_conv1,g_absmu_med_conv2,g_absmu_med_fc1,g_absmu_med_fc2,g_cos_max,g_cos_mean,g_cos_min,g_norm_0,g_norm_1,g_norm_2,g_norm_3,g_norm_4,g_norm_5,g_norm_6,g_norm_7,g_norm_8,g_norm_9,g_scale,g_sigma_H,norm_0,norm_1,norm_2,norm_3,norm_4,norm_5,norm_6,norm_7,norm_8,norm_9,scale,sigma_H
0,5.103175640106201,5.101853801354103,3.040300130844116,4.147653102874756,5.4325737953186035,6.591403484344482,0.37693411111831665,0.9997538924217224,0.9999576807022095,0.9995391368865967,0.9998689293861389,0.9997647404670715,0.00027856440283358097,0.00010383623884990811,1.4269535313360393e-05,2.396089257672429e-05,0.18103663623332977,-0.06135975196957588,-0.3335842490196228,0.17718302138149739,0.08743202952213779,0.045605002086376766,0.00372656257241033,5.103175640106201,5.101853801571107,3.040300130844116,4.147653102874756,5.432574272155762,6.591403961181641,0.37693411111831665,0.9997538328170776,0.9999576807022095,0.999539315700531,0.9998688697814941,0.9997646808624268,0.0027856440283358097,0.0010383622720837593,0.00014269535313360393,0.00023960891121532768,0.18103663623332977,-0.06135975569486618,-0.3335842490196228,4.483706474304199,3.985788345336914,2.95540714263916,3.903670310974121,1.9555033445358276,1.680968165397644,2.1730587482452393,2.0716512203216553,1.710898518562317,4.522418022155762,2.9443070888519287,3.0877997875213623,0.44837066531181335,0.39857885241508484,0.2955406904220581,0.3903670310974121,0.1955503225326538,0.16809681057929993,0.21730588376522064,0.20716513693332672,0.17108984291553497,0.45224183797836304,0.2944307029247284,0.3087799847126007
1,5.114100933074951,5.112660219066494,2.9190688133239746,4.169100284576416,5.437448501586914,6.621751308441162,0.3966848850250244,0.9997172355651855,0.9968240261077881,0.999664306640625,0.9998752474784851,0.9999316930770874,0.0005764517118223011,0.00020117596432100981,2.7698244593921117e-05,4.434535003383644e-05,0.21813812851905823,-0.06137016415596008,-0.2898804247379303,0.17714290782809256,0.08800451446616535,0.045931564810452984,0.004132812586030923,5.033425807952881,5.032107786608066,2.820929527282715,4.141638278961182,5.332494258880615,6.486202239990234,0.41198408603668213,0.9997597336769104,0.9999604821205139,0.9996160864830017,0.999850869178772,0.9996228814125061,0.003099725116044283,0.001100561348721385,0.00015291325689759105,0.00023158737167250365,0.2923886775970459,-0.05992456525564194,-0.3685329556465149,5.100475788116455,4.363801002502441,2.5753867626190186,4.14984130859375,1.6866424083709717,1.8903409242630005,2.3164443969726562,2.0920016765594482,1.8129398822784424,4.561914920806885,3.054979085922241,3.2407467365264893,0.9116636514663696,0.7928803563117981,0.5201553106307983,0.7630412578582764,0.34179913997650146,0.33605441451072693,0.42499276995658875,0.3936063349246979,0.33124783635139465,0.8617492914199829,0.567719042301178,0.599403977394104
2,5.296243190765381,5.295236678535011,2.954000949859619,4.2843918800354,5.668450832366943,6.8659820556640625,0.40181389451026917,0.9997904300689697,0.9996839761734009,0.9996129274368286,0.9998937249183655,0.9998593330383301,0.0008717812597751617,0.0002905860310420394,3.994240614701994e-05,6.281019886955619e-05,0.2128503918647766,-0.061956316232681274,-0.32112228870391846,0.17690809138119223,0.08854355286429381,0.04635953361168504,0.006000000135973096,5.486832618713379,5.485228417999272,3.0162315368652344,4.412726402282715,5.922783851623535,7.065368175506592,0.40525269508361816,0.9997559785842896,0.9996206164360046,0.9997057318687439,0.9998396635055542,0.9994828104972839,0.003575981827452779,0.001141997636295855,0.0001536665513413027,0.0002484052092768252,0.2707161009311676,-0.06071440503001213,-0.40572893619537354,5.782135009765625,4.573461055755615,2.885255813598633,4.238553524017334,1.9116460084915161,1.989798903465271,2.40824294090271,2.3884456157684326,2.285240650177002,5.16383695602417,3.362661838531494,3.56949520111084,1.3967504501342773,1.1693000793457031,0.7528444528579712,1.1085695028305054,0.49349451065063477,0.49660736322402954,0.619676947593689,0.5906077027320862,0.5224373936653137,1.2902164459228516,0.844050407409668,0.8938464522361755
3,5.278604984283447,5.277824723412903,2.8795852661132812,4.241810321807861,5.691640377044678,6.772339344024658,0.41493576765060425,0.9998347163200378,0.9992910027503967,0.9997966289520264,0.9998775124549866,0.9999353885650635,0.0011659618467092514,0.00038603186840191483,5.2735209465026855e-05,8.031067409319803e-05,0.22369632124900818,-0.06188572943210602,-0.3403817117214203,0.17785435426980256,0.09005390417420131,0.047324690044315505,0.008765625091036781,5.111701011657715,5.1102871776311956,2.695284605026245,4.072927951812744,5.59783935546875,6.374035358428955,0.44026559591293335,0.9997448325157166,0.9987296462059021,0.9997432827949524,0.9998499155044556,0.9995993375778198,0.0041649858467280865,0.0012655294267460704,0.00017064007988665253,0.0002501461422070861,0.24959030747413635,-0.05911632254719734,-0.37565332651138306,5.910155773162842,4.697702884674072,3.3692386150360107,4.752864360809326,2.0992157459259033,1.8860881328582764,2.273911952972412,2.5222177505493164,1.89358389377594,5.891854286193848,3.5296833515167236,3.784881830215454,1.8444188833236694,1.5191749334335327,1.0124340057373047,1.4700345993041992,0.6493779420852661,0.6316879391670227,0.7810570001602173,0.7811247706413269,0.6535465717315674,1.7470970153808594,1.1089953184127808,1.179692268371582
4,5.470517635345459,5.46991574787069,2.899052619934082,4.32564640045166,5.957142353057861,7.142930030822754,0.4026932716369629,0.9998611807823181,0.9999505877494812,0.9998013377189636,0.9998831748962402,0.9999308586120605,0.0014636425767093897,0.00046387064503505826,6.274024781305343e-05,9.534554556012154e-05,0.26787322759628296,-0.058519259095191956,-0.35645243525505066,0.17807028964161875,0.09250810359482783,0.04888812743360177,0.014023437733994795,5.5290117263793945,5.527571525597199,2.9035561084747314,4.287550926208496,6.091750621795654,7.482036590576172,0.3799625635147095,0.9997832179069519,0.999913215637207,0.9997746348381042,0.9998537302017212,0.999286949634552,0.0038800386246293783,0.0012605544179677963,0.0001613614003872499,0.0002592461241874844,0.3856223523616791,-0.043341681361198425,-0.3885308504104614,5.397381782531738,3.7227377891540527,4.000904560089111,4.664402484893799,2.22076153755188,1.926253080368042,2.575388193130493,2.8007588386535645,2.3404669761657715,6.021184921264648,3.5670242309570312,3.754913806915283,2.1941540241241455,1.7349212169647217,1.307806372642517,1.7843085527420044,0.8030316829681396,0.7560954093933105,0.9551344513893127,0.9793293476104736,0.814815878868103,2.17002010345459,1.3499616384506226,1.4315857887268066
5,5.6461896896362305,5.6452259183937175,2.8780710697174072,4.45813512802124,6.172529220581055,7.406091213226318,0.40171775221824646,0.9998094439506531,0.9995709657669067,0.9996953010559082,0.9998759627342224,0.9999869465827942,0.0017615988617762923,0.0005410380545072258,7.35043577151373e-05,0.00011176671978319064,0.2994968891143799,-0.05524429306387901,-0.3706987500190735,0.1788252476975322,0.0953040752155539,0.05061468975385651,0.01914062532479875,5.685466766357422,5.68422459965892,2.753425121307373,4.5834269523620605,6.208861351013184,7.364747047424316,0.4076595902442932,0.99977707862854,0.9997883439064026,0.9997466206550598,0.9998247027397156,0.9995967149734497,0.004776319023221731,0.0012906328774988651,0.00017936898802872747,0.00028429224039427936,0.4128371477127075,-0.03974968567490578,-0.4079761803150177,7.432250499725342,4.394580364227295,4.279155731201172,5.258152484893799,2.1571907997131348,2.017988681793213,3.3616316318511963,3.154279947280884,2.533889055252075,5.649178504943848,4.023829936981201,4.27964448928833,2.7108540534973145,1.9946779012680054,1.6002850532531738,2.124492645263672,0.9337166547775269,0.8699610829353333,1.189861536026001,1.1923868656158447,0.9821636080741882,2.5120811462402344,1.6110481023788452,1.7095755338668823
6,5.668581008911133,5.667827722223187,2.740570068359375,4.453404903411865,6.257500648498535,7.439488410949707,0.3874885141849518,0.9998455047607422,0.9996507167816162,0.9997896552085876,0.9998891353607178,0.9999247789382935,0.0021424945443868637,0.0006187256658449769,8.44938840600662e-05,0.00013566725829150528,0.32878682017326355,-0.0545588918030262,-0.3751145005226135,0.17837040565907955,0.09909303994829315,0.0529392211904451,0.023953125434345565,5.383472442626953,5.381802331956957,2.3437249660491943,4.2274861335754395,6.1143999099731445,6.9170122146606445,0.3413858711719513,0.9997200965881348,0.9997048377990723,0.9996946454048157,0.9998730421066284,0.9989745020866394,0.005852199159562588,0.0013913055881857872,0.00018999741587322205,0.0003050709201488644,0.41590577363967896,-0.048201583325862885,-0.3691554367542267,6.998260974884033,5.137433052062988,4.639462947845459,4.77538537979126,2.3917171955108643,2.6077325344085693,3.2105393409729004,3.9834113121032715,2.9236462116241455,6.126998424530029,4.279458522796631,4.44590950012207,3.128408670425415,2.301868438720703,1.8973647356033325,2.3817474842071533,1.0701442956924438,1.0344161987304688,1.3852444887161255,1.4652389287948608,1.1696317195892334,2.8649370670318604,1.869900107383728,1.9748785495758057
7,5.599764347076416,5.598877901454363,2.516584873199463,4.360043525695801,6.272341251373291,7.339125156402588,0.37571099400520325,0.9998233318328857,0.9998924136161804,0.9996910691261292,0.9998854994773865,0.9999743103981018,0.002637838711962104,0.0007108407444320619,9.746693831402808e-05,0.00015702993550803512,0.3231896758079529,-0.05578305199742317,-0.3545917868614197,0.17958572458475827,0.10440456297506899,0.05618625288130715,0.028601563183474354,5.024735927581787,5.023576447957243,1.946029782295227,3.796111583709717,5.9332051277160645,6.544927597045898,0.34684768319129944,0.9997767806053162,0.9998043179512024,0.9996881484985352,0.999853253364563,0.9997381567955017,0.007645054254680872,0.0016430251998826861,0.0002183156757382676,0.00033430985058657825,0.3525794446468353,-0.05512533336877823,-0.2692487835884094,7.572454452514648,5.82248592376709,5.587655067443848,5.265742301940918,2.138355016708374,2.8768155574798584,4.718163013458252,4.4497599601745605,2.867534637451172,6.658059120178223,4.795702934265137,4.9783501625061035,3.5596823692321777,2.6437103748321533,2.2552623748779297,2.659597873687744,1.1670076847076416,1.212717890739441,1.7094556093215942,1.7508609294891357,1.3333911895751953,3.2333152294158936,2.1525001525878906,2.263598680496216
8,5.473966121673584,5.472983134675052,2.3004977703094482,4.194648742675781,6.241764068603516,7.220226764678955,0.36179834604263306,0.9998052716255188,0.9997963905334473,0.9996800422668457,0.9998771548271179,0.9999498128890991,0.0032821663189679384,0.0008108277106657624,0.00011137087130919099,0.00017945711442735046,0.3259979486465454,-0.057418908923864365,-0.31423789262771606,0.18058272697031497,0.11196525636129082,0.060428908905014386,0.0348593756754417,4.778803825378418,4.77801872914087,1.7483936548233032,3.4516313076019287,5.831321716308594,6.435157299041748,0.3271915316581726,0.9998466968536377,0.9999765753746033,0.9998194575309753,0.9998692274093628,0.9997031688690186,0.00938979722559452,0.0018444473389536142,0.00023941125255078077,0.0003864097816403955,0.33897361159324646,-0.05681942403316498,-0.33499619364738464,7.940621376037598,5.991985321044922,6.634286880493164,5.894908428192139,2.5856785774230957,2.699099063873291,5.188718318939209,5.1692047119140625,3.3187363147735596,6.404812812805176,5.182805061340332,5.337563514709473,3.980090856552124,2.9646363258361816,2.678271532058716,2.9704296588897705,1.295521855354309,1.3530513048171997,2.0424447059631348,2.0778067111968994,1.5231285095214844,3.5354907512664795,2.442087173461914,2.5547261238098145
9,5.397797107696533,5.3968851258851105,2.0999915599823,4.061266899108887,6.294818878173828,7.130483150482178,0.3466564416885376,0.9998182058334351,0.9995582699775696,0.999747097492218,0.9998905062675476,0.9999786615371704,0.003942007664591074,0.0009116093860939145,0.0001260563003597781,0.00020500831305980682,0.31473833322525024,-0.05912289395928383,-0.294925332069397,0.18272153466939928,0.12287782928004162,0.06632172177220128,0.04482031310035381,4.842462062835693,4.841532452976569,1.5899810791015625,3.421501636505127,6.1148529052734375,6.4515886306762695,0.2984079420566559,0.9997888803482056,0.9999722838401794,0.999745786190033,0.9998464584350586,0.9994475245475769,0.011440634727478027,0.00207300903275609,0.0002602041931822896,0.0004401434271130711,0.2831398844718933,-0.05905202776193619,-0.3189254701137543,8.641682624816895,6.694131851196289,6.006329536437988,6.694857120513916,3.240530490875244,3.4526984691619873,6.533487796783447,6.0883588790893555,3.7158679962158203,7.867178916931152,5.89351224899292,6.023228645324707,4.425763130187988,3.319065809249878,2.993833303451538,3.3267436027526855,1.475144624710083,1.5514971017837524,2.467811346054077,2.4594507217407227,1.729796051979065,3.946043014526367,2.769514799118042,2.882159471511841
