step,lif1,lif2,lif3,lif4
0,0.17662486873567104,0.08723815724246378,0.04558828324312344,0.0038203125493600962
50,0.16444449611008166,0.2953457937762141,0.23890548028051853,0.0
100,0.16595852024853228,0.29602155134081837,0.242814386934042,0.0
150,0.16644611038267615,0.29596312910318373,0.25041876077651976,0.0011328125232830644
200,0.1665289205312729,0.29623939730227,0.25056110516190533,0.0013515625055879354
250,0.1658629734814167,0.2953227477520704,0.25004782348871235,0.0010625000111758709
300,0.16552068121731284,0.29458825133740896,0.2506042318046093,0.0008984375046566129
350,0.1660272591561079,0.29507782563567164,0.2492609483003616,0.0008828125207219272
400,0.16722870230674744,0.29746508106589314,0.25028422921895976,0.09664062649011611
450,0.15907899647951124,0.2787991639226675,0.2511732938140631,0.0244531252986053
