step,lif1,lif2,lif3,lif4
0,0.17718302138149739,0.08743202952213779,0.045605002086376766,0.00372656257241033
50,0.17561898864805697,0.0979046857592766,0.05562609626911581,0.0
100,0.17620396334677935,0.09782726879759138,0.05566687785409158,0.0
150,0.17549181159585714,0.09748061291760678,0.055417815157270525,0.0
200,0.17577125780284403,0.09760256130070047,0.055496565141656906,0.0
250,0.17600207995623351,0.09757358165810728,0.055326721479650585,0.0
300,0.17580374885350467,0.0973400609190503,0.05532843999215402,0.0
350,0.17573361299932005,0.09740053489567799,0.055257659297203644,0.0
400,0.17551546625792977,0.09711825954580491,0.055067814817302864,0.0
450,0.17511643171310426,0.09710524689748126,0.05507484620757168,0.0
