step,lif1,lif2,lif3,lif4
0,0.17656373836100103,0.08740278128526825,0.045515783076407385,0.003601562561816536
50,0.23528202280402183,0.2239719927310943,0.26223423220217235,0.6899062585830689
100,0.22286788463592527,0.1870240195095539,0.2625831384211779,0.7775703245401383
150,0.22919595599174497,0.1676575153321028,0.2709225114434958,0.7839140737056732
200,0.23315006360411647,0.163219381198287,0.28186220005154605,0.7888984495401383
250,0.2332749491930008,0.1626855428516865,0.2902228260040284,0.792796887755394
300,0.23637708097696303,0.16564540646970272,0.29322079554200176,0.8000234478712083
350,0.22864963769912722,0.16131701245903968,0.2941106387972832,0.8013047003746031
400,0.23168467029929157,0.16614989832043647,0.30076282680034644,0.8017265743017197
450,0.23121195361018182,0.16147428885102272,0.30478782653808595,0.8034297037124635
