step,lif1,lif2,lif3,lif4
0,0.17656373836100103,0.08740278128526825,0.045515783076407385,0.003601562561816536
50,0.1726044903881848,0.00046386717764562485,0.0,0.0
100,0.17243167888373134,0.0005315429546453743,0.0,0.0
150,0.1726097516156733,0.0006082031135792932,0.0,0.0
200,0.17253998870030046,0.0006832031097610524,0.0,0.0
250,0.17184747107326984,0.000790063456979624,0.0,0.0
300,0.17179145362228154,0.0009729736069857608,0.0,0.0
350,0.1720559321343899,0.0011074706762883577,0.0,0.0
400,0.17180130774155258,0.0012109130511817059,0.0,0.0
450,0.17182493479922417,0.0013147948916594032,1.5625000742147678e-07,0.0
