step,lif1,lif2,lif3,lif4
0,0.17729746252298353,0.08740405058851139,0.04562515848316252,0.003976562547613866
50,0.25199255809187887,0.31880787804722793,0.29751329608261584,0.13459375273436308
100,0.2514137899875641,0.3111037290096283,0.30158798191696407,0.1293593775853515
150,0.2514201374351978,0.30851764425635336,0.3008603273332119,0.13448437795042992
200,0.25148343116044997,0.3105676458775997,0.30492688950151203,0.12517187759280204
250,0.25072526603937145,0.3072093190252781,0.3064732960239053,0.12247656457126141
300,0.2495873135328293,0.3035356871783733,0.303800013884902,0.12439843989908694
350,0.24833782896399498,0.3022403973340988,0.30619454506784677,0.11814843982458115
400,0.24915816888213155,0.3007528480887413,0.30698688969016075,0.11812500149011611
450,0.2489292524755001,0.2969448655843735,0.30416313964873554,0.11838281482458113
