step,lif1,lif2,lif3,lif4
0,0.17718302138149739,0.08743202952213779,0.045605002086376766,0.00372656257241033
50,0.1586803078278899,0.0005402099483762868,0.0,0.0
100,0.15883466694504023,0.0005329101443157923,0.0,0.0
150,0.1586209074035287,0.0005386474494480353,0.0,0.0
200,0.15865824092179537,0.000536840808326815,0.0,0.0
250,0.1586077516153455,0.0005398925639065055,0.0,0.0
300,0.158669342584908,0.0005407226437228019,0.0,0.0
350,0.15860608952119948,0.0005349120989512812,0.0,0.0
400,0.15846107747405766,0.0005457275287608354,0.0,0.0
450,0.15839877989143133,0.0005365722555188767,0.0,0.0
