step,lif1,lif2,lif3,lif4
0,0.1775420508161187,0.08746757628017804,0.04572984573431313,0.003929687606869265
50,0.20073712021112441,0.16675116818398236,0.08902828553924338,0.012468750195112078
100,0.23953771874308588,0.20350988388061522,0.2345656367763877,0.11941406443715094
150,0.24781662240624427,0.11951474346220495,0.24594219855964186,0.1022656263411045
200,0.2658771639317274,0.0801443588733673,0.21457954064011578,0.10096875116229057
250,0.2846280917525292,0.06829269867390395,0.19810360290110113,0.1008203137665987
300,0.28868712797760965,0.0671728254109621,0.1852698519080877,0.11051562674343585
350,0.2937666893005372,0.06752026204019786,0.17146985232830045,0.10638281375169753
400,0.28792281255126,0.06654955919831992,0.1643078203871846,0.10807812646031381
450,0.28780134454369544,0.06182658553123475,0.15780938293784857,0.10415625132620335
