step,lif1,lif2,lif3,lif4
0,0.17718302138149739,0.08743202952213779,0.045605002086376766,0.00372656257241033
50,0.11933216977864505,0.00019726562067262418,0.0,0.0
100,0.10368084276909939,0.00026042479841180465,0.0,0.0
150,0.10119965556252282,0.00026511229861625907,0.0,0.0
200,0.10102921804762446,0.00027099608639218786,0.0,0.0
250,0.09856811046833172,0.00027646483551507117,0.0,0.0
300,0.09891583496530074,0.0002697021420817691,0.0,0.0
350,0.09883279341622256,0.0002752197221434471,0.0,0.0
400,0.09886634220893029,0.0002673828073466211,0.0,0.0
450,0.09914243142586202,0.0002714599538330731,0.0,0.0
