step,CV_eff,CV_eff_act,CV_eff_conv1,CV_eff_conv2,CV_eff_fc1,CV_eff_fc2,N,Pi,Pi_conv1,Pi_conv2,Pi_fc1,Pi_fc2,absmu_med_conv1,absmu_med_conv2,absmu_med_fc1,absmu_med_fc2,cos_max,cos_mean,cos_min,fr_lif1,fr_lif2,fr_lif3,fr_lif4,g_CV_eff,g_CV_eff_act,g_CV_eff_conv1,g_CV_eff_conv2,g_CV_eff_fc1,g_CV_eff_fc2,g_N,g_Pi,g_Pi_conv1,g_Pi_conv2,g_Pi_fc1,g_Pi_fc2,g_absmu_med_conv1,g_absmu_med_conv2,g_absmu_med_fc1,g_absmu_med_fc2,g_cos_max,g_cos_mean,g_cos_min,g_norm_0,g_norm_1,g_norm_2,g_norm_3,g_norm_4,g_norm_5,g_norm_6,g_norm_7,g_norm_8,g_norm_9,g_scale,g_sigma_H,norm_0,norm_1,norm_2,norm_3,norm_4,norm_5,norm_6,norm_7,norm_8,norm_9,scale,sigma_H
0,7.4824628829956055,7.471999177959435,4.356270790100098,6.096402645111084,7.96066951751709,9.626025199890137,0.39103376865386963,0.9991834759712219,0.9995389580726624,0.999697744846344,0.9991450905799866,0.9973398447036743,0.0002989874337799847,0.0001058687485055998,1.4822204320807941e-05,2.3077142031979747e-05,0.3637581467628479,-0.08132890611886978,-0.26987138390541077,0.1774663734436035,0.08759521266033062,0.045662502054474315,0.0034843750449363143,7.482462406158447,7.471999180056027,4.356270790100098,6.096403121948242,7.960669994354248,9.626025199890137,0.391033798456192,0.9991834163665771,0.9995388984680176,0.9996978044509888,0.9991450905799866,0.9973397850990295,0.0029898739885538816,0.0010586875723674893,0.0001482220395701006,0.00023077141668181866,0.3637581467628479,-0.08132890611886978,-0.26987138390541077,7.474514007568359,5.915528297424316,4.027724266052246,6.211974620819092,2.5843212604522705,2.5871667861938477,3.525559186935425,3.0796520709991455,2.732234001159668,6.098413944244385,4.423708915710449,4.708032608032227,0.7474514245986938,0.5915528535842896,0.402772456407547,0.621197521686554,0.2584321200847626,0.2587166726589203,0.3525559604167938,0.3079652190208435,0.2732234001159668,0.6098414063453674,0.4423709511756897,0.47080329060554504
1,7.708771705627441,7.7008275712639,4.361904621124268,6.275998592376709,8.211098670959473,9.912908554077148,0.3979185223579407,0.9995024800300598,0.9997857213020325,0.9996051788330078,0.9995806217193604,0.9984999895095825,0.0005914475186727941,0.00019962746591772884,2.8017911972710863e-05,4.390907633933239e-05,0.28233781456947327,-0.08076323568820953,-0.2761256992816925,0.17833214407786727,0.08789172164084448,0.0459857831831323,0.0041875000268919394,7.8364434242248535,7.823551949734134,4.298493385314941,6.36529541015625,8.369803428649902,10.090486526489258,0.40325313806533813,0.9992209076881409,0.9990959167480469,0.9997517466545105,0.9991276860237122,0.9978468418121338,0.00311555084772408,0.0010566127020865679,0.00014897872461006045,0.00022779182472731918,0.20833151042461395,-0.07989328354597092,-0.27777716517448425,7.746510982513428,6.1395440101623535,4.4045820236206055,6.515718936920166,2.66945219039917,2.5445590019226074,3.315953493118286,3.12906813621521,2.830134153366089,6.328299522399902,4.562382698059082,4.879796504974365,1.4462987184524536,1.1458660364151,0.801800549030304,1.209223747253418,0.49691012501716614,0.48680049180984497,0.64781653881073,0.5891807079315186,0.5281730890274048,1.1808178424835205,0.8532888293266296,0.9107311367988586
2,7.826371669769287,7.821302126921447,4.344757556915283,6.34882116317749,8.369743347167969,10.07469654083252,0.407228022813797,0.9996366500854492,0.9998666644096375,0.9997031688690186,0.9997014403343201,0.9988729357719421,0.000861514185089618,0.0002893861092161387,4.0661376260686666e-05,6.218023918336257e-05,0.22061923146247864,-0.07964050769805908,-0.28870919346809387,0.1776958527415991,0.08845026653105834,0.046373283075517975,0.006007812619791366,7.828847408294678,7.819358632181547,4.243619441986084,6.327530384063721,8.430098533630371,10.031347274780273,0.4240298867225647,0.9992634654045105,0.999431848526001,0.9996669292449951,0.9994367361068726,0.9965234398841858,0.0035027728881686926,0.0011531993513926864,0.00015808927128091455,0.0002453442139085382,0.2404550462961197,-0.07667544484138489,-0.3042961061000824,8.372876167297363,6.560483455657959,3.975109338760376,6.383908271789551,2.7596347332000732,2.7244837284088135,3.6300415992736816,3.2836148738861084,2.8512611389160156,7.274104595184326,4.781551837921143,5.151800155639648,2.136590003967285,1.6858713626861572,1.1167387962341309,1.723644733428955,0.7195550203323364,0.7097646594047546,0.9452294707298279,0.8575913906097412,0.7596442699432373,1.7874863147735596,1.2442115545272827,1.3325889110565186
3,7.945816516876221,7.941849900653775,4.334713935852051,6.386501789093018,8.568221092224121,10.207284927368164,0.4099321961402893,0.9996472597122192,0.9997965097427368,0.9996365308761597,0.9997135996818542,0.9992120265960693,0.001187758520245552,0.00037678604712709785,5.238750236458145e-05,8.077303937170655e-05,0.2378552109003067,-0.07791609317064285,-0.30939120054244995,0.17764417510479688,0.08979484683640748,0.0472278148838086,0.008968750126077793,8.004310607910156,7.996431704219529,4.2306437492370605,6.3344526290893555,8.784103393554688,10.212484359741211,0.4174693822860718,0.9994144439697266,0.9993587732315063,0.999727189540863,0.9994653463363647,0.9978680610656738,0.0038141109980642796,0.0011800021165981889,0.00015994769637472928,0.0002576508850324899,0.2943671643733978,-0.07272068411111832,-0.35311996936798096,8.332834243774414,6.912899494171143,4.201520919799805,6.984199047088623,2.883976697921753,2.8194539546966553,3.771021842956543,3.6064133644104004,3.097095489501953,8.006902694702148,5.061631679534912,5.442687511444092,2.75390625,2.2055060863494873,1.4224367141723633,2.246786117553711,0.933552622795105,0.9190143942832947,1.2263493537902832,1.1313564777374268,0.9918907284736633,2.407231330871582,1.6238030195236206,1.7412078380584717
4,8.161083221435547,8.157757466960067,4.324551582336426,6.48558235168457,8.878600120544434,10.545600891113281,0.4067275822162628,0.9996965527534485,0.9998958110809326,0.9996265769004822,0.9997697472572327,0.9994369149208069,0.001477150828577578,0.0004543927207123488,6.229424616321921e-05,9.7574113169685e-05,0.2686153054237366,-0.07511930912733078,-0.32927829027175903,0.17839351104572415,0.09189711695903044,0.04854359606280923,0.013898437658208423,8.299735069274902,8.292263237832596,4.151133060455322,6.456021785736084,9.220059394836426,10.8854398727417,0.3978543281555176,0.9994539022445679,0.9995578527450562,0.9997169375419617,0.999495804309845,0.9980142712593079,0.004402121063321829,0.0012046446790918708,0.0001573930640006438,0.0002539465785957873,0.35401344299316406,-0.06469938904047012,-0.38023126125335693,8.699975967407227,6.780674934387207,4.4508819580078125,7.0617570877075195,3.007343292236328,2.9394218921661377,3.9628539085388184,4.005969047546387,3.3517684936523438,8.083731651306152,5.234437942504883,5.593050003051758,3.342895269393921,2.659074306488037,1.7213331460952759,2.724536180496216,1.1380062103271484,1.1174923181533813,1.497433066368103,1.4163978099822998,1.2253938913345337,2.9706578254699707,1.981321930885315,2.123056650161743
5,8.261752128601074,8.258870027843791,4.235358238220215,6.5452961921691895,9.035514831542969,10.705071449279785,0.40272393822669983,0.9997586011886597,0.9999240040779114,0.99977046251297,0.9997823238372803,0.9994837641716003,0.0018006954342126846,0.0005285221850499511,7.296078547369689e-05,0.00011560451093828306,0.2930169403553009,-0.07259636372327805,-0.3431779146194458,0.1793103476241231,0.09473456830446139,0.050319377466803414,0.01832031290163286,7.937450408935547,7.929077151551185,3.8076868057250977,6.316735744476318,8.77139663696289,10.233756065368652,0.390452116727829,0.9992545247077942,0.999823808670044,0.9997328519821167,0.9994456171989441,0.9958404898643494,0.004791742656379938,0.001273791422136128,0.00017554649093654007,0.00028542877407744527,0.3726382851600647,-0.06182985007762909,-0.3833119869232178,9.538168907165527,7.03188419342041,4.659964561462402,7.4845733642578125,3.15521502494812,3.1566667556762695,4.529203414916992,4.438757419586182,3.570348024368286,8.227383613586426,5.579216480255127,5.942446231842041,3.9545950889587402,3.0899763107299805,2.011171340942383,3.1957597732543945,1.3362503051757812,1.3174159526824951,1.7968969345092773,1.715139389038086,1.4559203386306763,3.490208387374878,2.3363335132598877,2.5004286766052246
6,8.265884399414062,8.26278747799354,4.023564338684082,6.490208148956299,9.134654998779297,10.75876522064209,0.3924560248851776,0.999735951423645,0.9998911023139954,0.999700129032135,0.9997784495353699,0.9995395541191101,0.002179887844249606,0.0006063302280381322,8.383132808376104e-05,0.00013415576540865004,0.3139321208000183,-0.07128501683473587,-0.34806016087532043,0.1784509929455817,0.09824362563855175,0.05253422117559239,0.022945312909432688,7.675937175750732,7.66848074879956,3.35566782951355,5.964013576507568,8.714136123657227,9.937481880187988,0.3588670790195465,0.9994202256202698,0.9996029138565063,0.9997611045837402,0.9993366003036499,0.9983173608779907,0.0058417911641299725,0.0013881826307624578,0.00019049008551519364,0.00031360238790512085,0.386074960231781,-0.0650743842124939,-0.3591461777687073,9.531231880187988,7.8066086769104,5.346194744110107,8.099043846130371,3.3731658458709717,3.5475456714630127,4.961784839630127,5.4117350578308105,3.743501901626587,8.676023483276367,6.049684047698975,6.373586177825928,4.50062894821167,3.5513558387756348,2.338858127593994,3.678370952606201,1.5343387126922607,1.5360139608383179,2.1087212562561035,2.077944278717041,1.680433750152588,3.9996144771575928,2.7006280422210693,2.880160093307495
7,8.112737655639648,8.110373304719955,3.69092059135437,6.308321952819824,9.100415229797363,10.565400123596191,0.38350608944892883,0.9997514486312866,0.9998441338539124,0.9997478127479553,0.9997676610946655,0.9996094703674316,0.0026901643723249435,0.0007006205269135535,9.627904364606366e-05,0.00015552135300822556,0.3239525854587555,-0.07164351642131805,-0.3505221903324127,0.1794746343046427,0.10339142841137801,0.05554140881837157,0.026937500480562447,7.095776081085205,7.089612226105755,2.8042635917663574,5.3242998123168945,8.439382553100586,9.252724647521973,0.35892361402511597,0.9992982745170593,0.9994983673095703,0.9996716976165771,0.9991459250450134,0.9981783032417297,0.007826174609363079,0.0016225796425715089,0.00021449044288601726,0.00033375920611433685,0.35809239745140076,-0.07021798193454742,-0.3553829789161682,10.784266471862793,8.42222785949707,5.3824920654296875,8.484929084777832,3.567962646484375,3.7388110160827637,6.1136274337768555,6.682469844818115,4.1688032150268555,9.455467224121094,6.680105686187744,7.0279130935668945,5.111840724945068,4.024336814880371,2.6350948810577393,4.148889541625977,1.733450174331665,1.750906229019165,2.4996330738067627,2.525567054748535,1.924316644668579,4.533348083496094,3.088738203048706,3.2832422256469727
8,8.017377853393555,8.015015703059756,3.4197394847869873,6.144401550292969,9.153970718383789,10.519611358642578,0.3644639849662781,0.9997214078903198,0.9998260736465454,0.9996232390403748,0.9997934103012085,0.9996553063392639,0.0032162002753466368,0.0008014353807084262,0.00010970985022140667,0.00017465381824877113,0.3247315585613251,-0.07376790791749954,-0.3517512083053589,0.18081249088048934,0.11095077859221418,0.059715158836916096,0.03207812555250712,7.069304943084717,7.064004958001705,2.680509090423584,5.1970038414001465,8.533411026000977,9.375746726989746,0.31547245383262634,0.9995025992393494,0.9997424483299255,0.9998269081115723,0.9993535280227661,0.9984411597251892,0.00910161342471838,0.0018190753180533648,0.00023751061235088855,0.0003769799950532615,0.35215702652931213,-0.07727483659982681,-0.3486793339252472,11.465180397033691,9.160127639770508,7.761813640594482,8.894401550292969,4.1440253257751465,4.0550079345703125,8.085261344909668,8.390287399291992,4.806248188018799,10.20888614654541,7.697124004364014,7.991501808166504,5.726499080657959,4.517299652099609,3.1295411586761475,4.60829496383667,1.966339349746704,1.9742215871810913,3.038522720336914,3.092697858810425,2.2044317722320557,5.083531379699707,3.534137725830078,3.7326254844665527
9,7.903328895568848,7.900061645610598,3.119157552719116,5.94842529296875,9.217646598815918,10.396679878234863,0.34342238306999207,0.9996233582496643,0.9976134896278381,0.9997637867927551,0.9998270869255066,0.9997128844261169,0.003941412549465895,0.0009075244888663292,0.00012507587962318212,0.00020261891768313944,0.3132879436016083,-0.07733923941850662,-0.33790871500968933,0.18166127998381854,0.12104760554877429,0.06534265919992321,0.04004687575623393,7.1579694747924805,7.153451966127009,2.345020055770874,5.053142070770264,8.995182991027832,9.534314155578613,0.2923969030380249,0.9995260834693909,0.9999225735664368,0.9998138546943665,0.9993500709533691,0.9984426498413086,0.011598334647715092,0.002106806030496955,0.00026443490060046315,0.0004477758484426886,0.35637468099594116,-0.08370105922222137,-0.3430984914302826,12.664007186889648,9.928304672241211,8.642081260681152,10.126058578491211,5.0764007568359375,4.557399749755859,10.635327339172363,9.498298645019531,5.8594136238098145,10.604844093322754,8.7592134475708,9.038199424743652,6.394057273864746,5.035086154937744,3.6585233211517334,5.136379718780518,2.263996124267578,2.2215681076049805,3.764500141143799,3.7111711502075195,2.554717779159546,5.613142490386963,4.035314083099365,4.2328948974609375
