step,lif1,lif2,lif3,lif4
0,0.17718302138149739,0.08743202952213779,0.045605002086376766,0.00372656257241033
50,0.20440651290118694,0.30245822116732596,0.3350586095452309,0.0
100,0.20510012947022913,0.30255707412958144,0.3355928295850754,0.0
150,0.20429534777998923,0.3017324380576611,0.3295609524846077,0.0
200,0.2047148487716913,0.304085418432951,0.33375829666852946,0.0
250,0.2051616936177015,0.3040533627569676,0.332149860560894,0.10000000149011612
300,0.20486584305763245,0.3037355396151543,0.3321357950568199,0.10000000149011612
350,0.20472843892872333,0.30403502732515336,0.33214610844850545,0.10000000149011612
400,0.20466306336224077,0.3036839769780636,0.33213970154523853,0.10000000149011612
450,0.20392166353762148,0.3033204524219036,0.3321328288316726,0.10000000149011612
