step,lif1,lif2,lif3,lif4
0,0.17656373836100103,0.08740278128526825,0.045515783076407385,0.003601562561816536
50,0.1789539086818695,0.23150717213749888,0.2683287625014782,0.0
100,0.1792773001641035,0.23175131268799304,0.26832642078399654,0.0
150,0.17990502577275036,0.23208043925464153,0.2683493866026402,0.0
200,0.18016664441674948,0.23252084419131278,0.2685323567688465,0.0
250,0.1791564782336354,0.2321253618597984,0.26838251218199727,0.0
300,0.17920995164662604,0.23185019105672833,0.2683322006464004,0.0
350,0.1797232508286834,0.23192816831171514,0.26843001201748845,0.0
400,0.17944347217679024,0.23182511664927005,0.2683376695215702,0.0
450,0.17982833947986362,0.23187528796494009,0.2683797000348568,0.0
