step,lif1,lif2,lif3,lif4
0,0.17718302138149739,0.08743202952213779,0.045605002086376766,0.00372656257241033
50,0.17459613494575024,0.10161742933560163,0.06130515915574506,0.0
100,0.17517617896199225,0.10152487575949634,0.06124422133201733,0.0
150,0.17448408663272857,0.10118901208566969,0.06107062787516042,0.0
200,0.17475070256739855,0.10133097848505712,0.061112502932082854,0.0
250,0.1749705236032605,0.10124374777806225,0.06100797163147945,0.0
300,0.17478633422404527,0.10102382618730188,0.06090672159101814,0.0
350,0.17471262369304896,0.1011174050255795,0.06096953397616743,0.0
400,0.17449556943029168,0.10079194074787665,0.06069281557167415,0.0
450,0.17410989399999383,0.10079506600595778,0.06068422177806497,0.0
