step,lif1,lif2,lif3,lif4
0,0.17718302138149739,0.08743202952213779,0.045605002086376766,0.00372656257241033
50,0.1745840697735548,0.06293190746362598,0.03287937663757475,0.0
100,0.17461747653782367,0.05689511551539909,0.029350470255412802,0.0
150,0.17365032009780407,0.05353005248196041,0.027955313760430735,0.0
200,0.17353722229599955,0.04914011131394545,0.025673594898034936,0.0
250,0.1735166192799807,0.04748891487549827,0.024997344986386453,0.0
300,0.17301891162991523,0.04537612210614498,0.023737657342735474,0.0
350,0.1728377044945955,0.04441755281360656,0.023427344854153487,0.0
400,0.1723464661464095,0.040193089974950455,0.020995938553478484,0.0
450,0.1718093850836158,0.04010661524142961,0.02099359472422293,0.0
