step,lif1,lif2,lif3,lif4
0,0.17656373836100103,0.08740278128526825,0.045515783076407385,0.003601562561816536
50,0.17437549237161876,0.06207636585848832,0.032308751399832546,7.812500116415322e-06
100,0.1741821878403425,0.05747809897251045,0.02988515788136283,0.0
150,0.1740958906710148,0.051103661025499604,0.02677296987856607,0.0
200,0.1741442509740591,0.04932170298192432,0.025829844944219076,0.0
250,0.1730307250097394,0.046862889191879725,0.02425015725726553,0.0
300,0.17279036238789558,0.0449383290036576,0.023366094956963936,0.0
350,0.17311082381755116,0.04368925676112667,0.022924219862470636,0.0
400,0.1727247830107808,0.04099138104589656,0.021570938481563644,0.0
450,0.17260080106556416,0.038772191577591,0.020071563388337384,0.0
