step,lif1,lif2,lif3,lif4
0,0.17656373836100103,0.08740278128526825,0.045515783076407385,0.003601562561816536
50,0.17544457081705334,0.09946984643960605,0.059838908846140834,0.0
100,0.17567908119410278,0.09954760531225473,0.05992922157573048,0.0
150,0.17617489706724881,0.09942741475955699,0.059903127809520805,0.0
200,0.17645218715071675,0.09961491488022148,0.059859534029383224,0.0
250,0.17560474727302788,0.09956696543886209,0.059767971725086674,0.0
300,0.17554273571819068,0.09930676052652417,0.059597034187172535,0.0
350,0.1760247577354312,0.09931474407581845,0.059635784067795614,0.0
400,0.17582438576966525,0.09918029575695983,0.059546096473350185,0.0
450,0.17604964580386878,0.09911244923001504,0.059466565440525296,0.0
