step,lif1,lif2,lif3,lif4
0,0.1775420508161187,0.08746757628017804,0.04572984573431313,0.003929687606869265
50,0.24508144661784176,0.2538207711279392,0.05268640880589374,0.05214843858091626
100,0.2648704755306244,0.23308412581682206,0.06052984673529863,0.046257813336560503
150,0.25933834493160246,0.22069357469677925,0.06756547182798386,0.07134375147521495
200,0.24386681348085407,0.18164433151483536,0.05179859610274434,0.05474218861665577
250,0.23475471839308737,0.18558712884783746,0.05383218999952079,0.05925000100396575
300,0.223974824398756,0.1963651564717293,0.06772969081997872,0.10418750129640102
350,0.22255012795329093,0.15446686662733555,0.06696281533688307,0.10779687635600566
400,0.215864669829607,0.15201625667512414,0.0644759407825768,0.10714843895286322
450,0.2125628104805946,0.14794052295386792,0.06251000301912427,0.10475000161677599
