step,lif1,lif2,lif3,lif4
0,0.17718302138149739,0.08743202952213779,0.045605002086376766,0.00372656257241033
50,0.18439277280122043,0.13782870764174732,0.08021734762387496,0.1331796891707927
100,0.18701228648424145,0.06593508103629575,0.04442437703848555,0.05470312588382512
150,0.2023582126200199,0.16143322396092116,0.10997656778306916,0.2185546918492764
200,0.21013314865529537,0.1973571490496397,0.1343387567725222,0.11581250298768282
250,0.21527042500674726,0.22130597684532405,0.152007819621067,0.1088671893067658
300,0.21804439790546898,0.18547504428774117,0.1412450075498782,0.13359375301748516
350,0.2157514362037182,0.16885722286999225,0.14844235098222272,0.16498437710106373
400,0.207789718657732,0.11075109649449585,0.10798203677806668,0.04876562573481351
450,0.2148392792791128,0.1547038780152798,0.13528016275027765,0.15999219019373417
