step,lif1,lif2,lif3,lif4
0,0.1775420508161187,0.08746757628017804,0.04572984573431313,0.003929687606869265
50,0.177485512457788,0.2945545087754727,0.28846454471349714,0.0
100,0.1810032524913549,0.30385245867073535,0.31798485919833186,0.0
150,0.1813398614153266,0.303759612813592,0.3181082956492901,0.0
200,0.18158373024314642,0.3042619576305151,0.31831798374652864,0.0
250,0.18222375255078077,0.3047249687463045,0.3172020469605923,7.812500116415322e-06
300,0.17968568060547113,0.29303441815078257,0.3231004838645458,0.0020937500416766852
350,0.18039952002465723,0.2939160560816526,0.3218270456790924,0.0013515625341096894
400,0.18039361365139486,0.2938185971230268,0.3216039228439331,0.0010625000373693182
450,0.1795395078137517,0.29298617541790006,0.32159782946109766,0.0007031250098953024
