step,lif1,lif2,lif3,lif4
0,0.22191007375717162,0.12902436213102192,0.08300141016254202,0.04506250070058741
50,0.265459601432085,0.29808163419365885,0.3051873579621315,0.13288281485438347
100,0.2528931014239788,0.29269108161330226,0.31589767046272754,0.12000000171363354
150,0.2561282129585743,0.2865656180679798,0.32008564062416556,0.1148750016838312
200,0.24927372142672538,0.2788893237709999,0.31986970350146293,0.11181250199675559
250,0.2525226704776287,0.2757798047363758,0.32203767009079454,0.11170312657952311
300,0.2541760985553264,0.2726528516411781,0.3241537654399872,0.10842187643051146
350,0.255384039580822,0.26966266587376597,0.3215325149893761,0.1106015644967556
400,0.2556680501997471,0.2648117628693581,0.3238343893736601,0.1078515638411045
450,0.2540524558722973,0.2625207702815533,0.32443720392882824,0.10839062646031379
