step,lif1,lif2,lif3,lif4
0,0.22155134350061417,0.12900146185420452,0.08306265989667735,0.045578125686733986
50,0.2627481676638126,0.29796559393405914,0.30388767104595893,0.13296094022691246
100,0.25202578246593477,0.2925281159579754,0.31479798302054407,0.11873437650501728
150,0.25325417637825015,0.28071195766329765,0.3143945457786322,0.11575781382620334
200,0.25093767553567886,0.277053265273571,0.31796345189213754,0.11199218921363355
250,0.2517815208435058,0.2738460639119148,0.31899345204234125,0.10980468906462193
300,0.2561227941513061,0.27177702128887177,0.32154251404106615,0.10929687656462192
350,0.2582074369490146,0.2657857619225979,0.31974814131855966,0.10828906387090682
400,0.2567110452055931,0.2642901304364204,0.32374439120292664,0.10730468861758709
450,0.257313956618309,0.2648332478106022,0.3237670475244522,0.10895312637090682
