step,lif1,lif2,lif3,lif4
0,0.1775420508161187,0.08746757628017804,0.04572984573431313,0.003929687606869265
50,0.1749098486080766,0.06531093616036741,0.03454172036232194,7.031250221189112e-05
100,0.17398047946393488,0.05993566738925438,0.032088751584815334,0.0
150,0.1741897827386856,0.05857995473853862,0.031187032656089287,2.343750034924597e-05
200,0.1743544830009341,0.05645502790473075,0.030107814091898034,0.0
250,0.1748382680490613,0.05556476900372218,0.029739845221120054,0.0
300,0.17298803448677064,0.055285008388568715,0.02965125134327536,7.812500116415322e-06
350,0.17354678466916085,0.052979808446389144,0.028563751313013197,0.0
400,0.173433035351336,0.052125902274433436,0.02800562611319037,0.0
450,0.17283605732023716,0.053932884657006075,0.02911890760358802,0.0
