step,lif1,lif2,lif3,lif4
0,0.17729746252298353,0.08740405058851139,0.04562515848316252,0.003976562547613866
50,0.2403501982241869,0.14672558337450026,0.07483969061635436,0.07492187616648152
100,0.291143663674593,0.07955234207212926,0.05491172108799218,0.09682031381875275
150,0.2629808197915554,0.053543309234082695,0.045353752179071304,0.10174218907952311
200,0.22386840671300887,0.03944164954125881,0.036240157987922426,0.09949218874797225
250,0.1933163297176361,0.02839892514050007,0.03376218927092851,0.10193750146776437
300,0.16917822003364563,0.021523534748703242,0.02871187644544989,0.1030781263485551
350,0.1441905550658703,0.015738402958959338,0.023327032346278427,0.10541406400501727
400,0.12551685571670532,0.012564135445281862,0.019939375971443952,0.10827343935146927
450,0.1210525742918253,0.010201904065907003,0.018608438386581837,0.10898437641561029
