step,lif1,lif2,lif3,lif4
0,0.175810164809227,0.08715292765343294,0.04546375248464756,0.0036406250693835317
50,0.24404863066971302,0.13206525579094885,0.05627406501909719,0.04996875081968028
100,0.2798143438994884,0.0864982158690691,0.051051877522841106,0.0767500015348196
150,0.2606473115086556,0.06426347512751819,0.043629689365625376,0.07389062667265535
200,0.2531145419180393,0.043470580168068415,0.03929297062568367,0.08496093889698385
250,0.21916638746857645,0.03347311930730938,0.03446375155821443,0.07944531425833702
300,0.19362171560525893,0.02541579533368349,0.033635314153507345,0.0920546891912818
350,0.1635400630533695,0.02062043411657214,0.03071218878962099,0.09087500117719173
400,0.1527864757180214,0.017536059301346538,0.02898047006223351,0.09317968875169755
450,0.14706788077950478,0.014210375659167768,0.027938282648101453,0.09210156399756671
