step,lif1,lif2,lif3,lif4
0,0.17662486873567104,0.08723815724246378,0.04558828324312344,0.0038203125493600962
50,0.17554487828165294,0.3388502603024245,0.29731501445174213,0.0006484375143190846
100,0.17661519818007948,0.35827101312577725,0.3159122017025947,7.812500116415322e-06
150,0.17710973132401706,0.35873925171792503,0.31649798423051834,0.0
200,0.177654741704464,0.36222982525825503,0.32109048426151277,0.0
250,0.17673076439648866,0.36507220834493637,0.3313942354917526,1.5625000232830645e-05
300,0.17626400902867317,0.3642701815068722,0.3316204845905304,0.0
350,0.17732844818383459,0.36577916622161866,0.3305715784430504,3.906250058207661e-05
400,0.1769518878683448,0.3661463294923305,0.3332615768909454,0.013468750272877514
450,0.1754136122763157,0.3777445960044861,0.33713548600673676,0.09990625150501728
