step,lif1,lif2,lif3,lif4
0,0.17729746252298353,0.08740405058851139,0.04562515848316252,0.003976562547613866
50,0.2504308672249317,0.3130038753151893,0.2504276677593589,0.13854687826707962
100,0.24928993031382563,0.29807096570730207,0.2503307929635048,0.1324296897277236
150,0.2504167272150516,0.2971004801988602,0.24894876215606926,0.12796875298023225
200,0.25284509971737856,0.29366698548197745,0.2477967309579253,0.1199843768775463
250,0.25631627097725873,0.28550060346722606,0.24387672934681176,0.11898437693715096
300,0.25265659585595135,0.28042670235037803,0.24041141681373124,0.11582031428813935
350,0.25132749319076536,0.27913668870925906,0.2390176681429148,0.11550000138580799
400,0.2522843752801419,0.2753692807257175,0.23703454159200193,0.11547656439244747
450,0.252149622887373,0.2731146921217441,0.2365473563224077,0.11312500171363353
