step,lif1,lif2,lif3,lif4
0,0.22191007375717162,0.12902436213102192,0.08300141016254202,0.04506250070058741
50,0.26554601430892943,0.29778993621468547,0.3050975160300732,0.132679690271616
100,0.25292481765151026,0.29333378300070767,0.3160020472109318,0.12005468904972076
150,0.25622762605547905,0.2876460871100425,0.32024470299482344,0.1150625015795231
200,0.24925647631287579,0.2798374931514263,0.3202634536474943,0.1116640642285347
250,0.25266827300190925,0.2765618833899498,0.3217287643998862,0.11207812674343587
300,0.25455990254878996,0.2745406916737556,0.3245515782386065,0.10838281407952308
350,0.2558167643845081,0.27098351418972016,0.3217825154215097,0.11021093912422657
400,0.2563306885957718,0.26642587304115295,0.32457939028739935,0.1075781264156103
450,0.25458234935998914,0.2635914486646652,0.3244598613679409,0.10832031391561033
