step,lif1,lif2,lif3,lif4
0,0.22015344798564906,0.12875727195991202,0.08297922315192409,0.04484375082538463
50,0.2623178499937057,0.2966615399718285,0.3016757949441672,0.1297500028461218
100,0.25246867567300796,0.2918210124969482,0.3149309519678355,0.11988281443715094
150,0.2525473150610924,0.28270040795207024,0.317039857879281,0.11625781439244746
200,0.2522975592315197,0.2798140068352223,0.32142235942184927,0.11245312631130218
250,0.2533660545945168,0.27940931946039205,0.32186189174652097,0.11094531379640105
300,0.25591174930334093,0.2740749689936638,0.32240595385432247,0.11132812641561032
350,0.256086308658123,0.27004274383187293,0.32325610868632787,0.10918750159442422
400,0.2538939137756825,0.26867675319314005,0.32429470248520376,0.10928125143051148
450,0.2562356086075306,0.26741979479789735,0.32530923597514627,0.10785937629640104
