step,lif1,lif2,lif3,lif4
0,0.22101590082049366,0.128894040256273,0.08295516022131777,0.04562500034167897
50,0.26530362993478773,0.3031677922606469,0.30810407720506194,0.13594531536102297
100,0.25312371045351034,0.2979888120293617,0.3176432957500219,0.1203515639156103
150,0.2527342106401921,0.28651210233569147,0.3168942330032587,0.11531250186264515
200,0.2529332005977631,0.2840357117354869,0.3209847032278776,0.11317187659442425
250,0.2560046653449536,0.2784503600001335,0.3214781394600868,0.11099218912422656
300,0.25734723582863805,0.2762036798894405,0.323381422162056,0.11028906404972076
350,0.25937743350863457,0.2736992862820625,0.32422751642763614,0.10795312628149986
400,0.25762852549552917,0.2693427923321724,0.32367204561829566,0.10771875128149985
450,0.25516501054167745,0.26907831296324725,0.3257570466399193,0.10786718904972077
