step,lif1,lif2,lif3,lif4
0,0.3229261149466038,0.27640934467315675,0.24906548120081423,0.4084296939661726
50,0.33288880258798603,0.24091657176613807,0.327060640156269,0.12269531443715095
100,0.32788644209504125,0.23440753832459454,0.3330987654626369,0.11484375178813935
150,0.3251158042252064,0.2223591260612011,0.33103689178824425,0.11287500150501731
200,0.324913174957037,0.22294442847371104,0.33833845391869544,0.10932812660932541
250,0.32587291941046714,0.21819115743041037,0.33731861025094984,0.10967187643051149
300,0.3255642099678516,0.21945492669939998,0.3421829845011234,0.1083515638113022
350,0.3230282612144947,0.2169076371192932,0.3446836103498936,0.10689062677323817
400,0.32218556299805645,0.21800228968262672,0.346485640257597,0.10629687659442424
450,0.32105320364236833,0.21630094766616823,0.346570640951395,0.10686718918383123
