step,lif1,lif2,lif3,lif4
0,0.175810164809227,0.08715292765343294,0.04546375248464756,0.0036406250693835317
50,0.24851643055677414,0.315374456346035,0.25064891882240775,0.14369531515985728
100,0.24904669195413592,0.29711862146854406,0.24971548121422527,0.13148437816649675
150,0.24854997992515565,0.294721746891737,0.24815094988793135,0.12596093982458115
200,0.2516853830218315,0.29404396384954457,0.24728641834110024,0.12005468972027303
250,0.25267240166664123,0.2880804385244846,0.24392594788223504,0.11893750153481959
300,0.2518867799639702,0.28500238716602333,0.24235454142093657,0.1186953144520521
350,0.25124850884079936,0.2817021664977074,0.24044235538691283,0.1156562516838312
400,0.2475341522693634,0.27879501268267626,0.23851985473185774,0.11506250150501726
450,0.2515738445520401,0.27719120532274244,0.2378315746411681,0.11485937654972078
