step,lif1,lif2,lif3,lif4
0,0.17729746252298353,0.08740405058851139,0.04562515848316252,0.003976562547613866
50,0.2533166551589966,0.3048700368404388,0.20252579087391495,0.13385937795974312
100,0.24580704018473626,0.29145282551646234,0.15627703841775656,0.1184296903014183
150,0.2473696142435074,0.27311542481184004,0.14641156965866686,0.1133125015348196
200,0.24219707518815992,0.25919933587312693,0.13287985026836396,0.10712500132620335
250,0.24503384530544275,0.249008050262928,0.12530828699469565,0.10805468875914812
300,0.2396392545104027,0.2391708692908287,0.11912250600755214,0.10701562643051148
350,0.23785076126456262,0.231329902112484,0.11597078688442705,0.10715625166893003
400,0.23687918931245808,0.22746298223733902,0.11227797400206327,0.10653125137090684
450,0.23637178495526312,0.218539155125618,0.11139797415584327,0.10509375154972075
