step,lif1,lif2,lif3,lif4
0,0.2634880219399929,0.18913647083565593,0.14654500720807845,0.15217187714239117
50,0.28078819438815117,0.27968168154358863,0.32134439066052434,0.13017968960106371
100,0.27777958258986474,0.27356803610920905,0.32418798416852945,0.12057031445205213
150,0.28116186529397963,0.2668842472136021,0.32638782732188704,0.11290625140070916
200,0.27980615869164466,0.26384440436959267,0.32766657799482346,0.11175000116229057
250,0.28144500046968457,0.26259750291705136,0.3315422016382218,0.10926562659442425
300,0.2788001571595669,0.2571712581813335,0.327288453578949,0.11002343878149987
350,0.2790547500550747,0.2543999932706356,0.3287050148844719,0.10954687632620334
400,0.27777925521135327,0.25638624966144563,0.3350370479375124,0.10854687660932541
450,0.2814561162889003,0.25555563569068906,0.3362126716226339,0.1073671890795231
