step,lif1,lif2,lif3,lif4
0,0.17662486873567104,0.08723815724246378,0.04558828324312344,0.0038203125493600962
50,0.21371106371283535,0.22493754431605342,0.16764422578620722,0.05287500081583857
100,0.2361641766130924,0.17593456640839575,0.25348470017313957,0.11625000193715096
150,0.24799015268683436,0.13035055845975876,0.2289234481751919,0.09910156406462194
200,0.25468120530247684,0.10577306896448135,0.21718157254159448,0.11271093919873236
250,0.27568005457520484,0.08102165333926678,0.192046415284276,0.11176562659442424
300,0.28637006834149364,0.07067949064075947,0.17861328955739736,0.1083593764156103
350,0.2820114953815937,0.06621833354234696,0.1736576643586159,0.10672656364738942
400,0.28488357961177824,0.06061447605490685,0.16689625829458238,0.10607031434774399
450,0.2923202788829803,0.05498022329062223,0.16041938282549378,0.10549218885600567
